rating,list_price,weight,lifestage,protein,caloric,size,category,fibre,review_count,ingredients,itemnumber,moisture,madein,price,foodform,brand,fat,breedsize,specialdiet,benefits,product_list,maker,foodtexture
4.8,"
                        $35.88",,adult,8.0% min,"851 kcal/kg, 322 kcal/13.2 oz can",,"Dog,Food,Wet Food",1.4% max,12,"venison, beef broth, peas, potato, carrots, zucchini, apples, natural pork flavor, dried egg product, potato starch, calcium carbonate, carrageenan, sodium phosphate, salt, cassia gum, potassium chloride, vitamins (choline chloride, vitamin e supplement, vitamin b12 supplement, d-calcium pantothenate, vitamin a supplement, niacin, vitamin d3 supplement, riboflavin supplement, pyridoxine hydrochloride, folic acid, biotin, thiamine mononitrate), canola oil, blueberries, olive oil, flax oil, minerals (zinc amino acid complex, iron amino acid complex, manganese amino acid complex, copper amino acid complex, potassium iodide, cobalt glucoheptonate, sodium selenite), caramel color, yucca schidigera extract.",65668,82.0% max,united states,"
                        $30.15",wet food,natural ultramix,4.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, no corn no wheat no soy","<li>natural venison is the #1 ingredient, ideal for dogs sensitive to grains</li>,<li>include minimally processed fruits and vegetables that provide a source of antioxidants and vitamins</li>,<li>omega 3 and 6 fatty acids contribute to healthy skin and luxurious coat, and calcium and phosphorus ratio helps support healthy bones and teeth</li>,<li>fruits, vegetables and grains provide soluble fiber to help maintain a healthy digestive system</li>,<li>made without corn, wheat, soy, artificial colors or preservatives with probiotics to support digestion</li>","castor & pollux natural ultramix venison,white potatoes & fresh cut carrots entree grain-free adult canned dog food,13.2-oz,case of 12",By Castor & Pollux,"stew, chunks in gravy"
4.4,"
                        $35.88",12.0 pounds,adult,8.0% min,"795 kcal/kg, 286 kcal per 12.7 oz can",,"Dog,Food,Wet Food",2.5% max,5,"deboned beef, beef broth, turkey broth, green beans, carrots, deboned lamb, dried egg product, dried peas, beef liver, potato starch, natural flavor, dried potatoes, calcium carbonate, salt, sodium phosphate, choline chloride, minerals (zinc amino acid complex, iron amino acid complex, manganese amino acid complex, copper amino acid complex, potassium iodate, cobalt glucoheptonate, sodium selenite), vitamins (vitamin e supplement, vitamin b12 supplement, d-calcium pantothenate, vitamin a supplement, niacin, vitamin d3 supplement, riboflavin supplement, folic acid, pyridoxine hydrochloride, biotin, thiamine mononitrate), sunflower oil, flaxseed oil, potassium chloride, salmon oil, guar gum, gelatin, cinnamon, caramel color, xanthan gum, yucca schidigera extract.",117745,81.0% max,united states,"
                        $31.44",wet food,,3.0% min,"small breeds, medium breeds, large breeds, all breeds","grain-free, high-protein, no corn no wheat no soy, gluten free","<li>hearty stew-style canned dog food with deboned beef as the first ingredient.</li>,<li>this ancestral-style canine diet is packed with protein your dog needs to stay active.</li>,<li>includes essential vitamins and minerals for complete and balanced nutrition.</li>,<li>made without corn, wheat, soy or gluten for a wholesome recipe.</li>,<li>locally sourced farm fresh ingredients in the usa to ensure the highest quality.</li>","merrick backcountry hero's banquet stew grain-free canned dog food,12.7-oz,case of 12",By Merrick,stew
4.3,"
                        $34.68",,adult,7.0% min,439 kcal/can,,"Dog,Food,Wet Food",1.0% max,38,"new formulation: whitefish, fish broth, potatoes, canola oil (preserved with mixed tocopherols), ground flaxseed, carrageenan, guar gum, salt, potassium chloride, choline chloride, chicory root extract, iron proteinate, zinc proteinate, vitamin e supplement, choline chloride, cobalt proteinate, copper proteinate, thiamine mononitrate, manganese proteinate, niacin, sodium selenite, vitamin b-12 supplement, d-calcium pantothenate, pyridoxine hydrochloride, vitamin d-3 supplement, riboflavin supplement, vitamin a supplement, potassium iodide, biotin, folic acid.",51716,78.0% max,,"
                        $32.99",wet food,wellness simple,3.0% min,"small breeds, medium breeds, large breeds, all breeds","sensitive digestion, limited ingredient diet, grain-free, gluten free, no corn no wheat no soy","<li>natural, limited ingredient diet for dogs with food sensitivities or food allergies</li>,<li>high-quality whitefish as the first ingredient</li>,<li>does not contain grains, gluten or wheat</li>,<li>easily-digestible formula</li>,<li>nourishes healthy skin with flaxseed</li>","wellness simple limited ingredient diet grain-free whitefish & potato formula canned dog food,12.5-oz,case of 12",By Wellness,pate
4.1,"
                        $17.88",,"all stages, adult",8.0% min,70 kcal/pouch,,"Dog,Food,Wet Food",0.5% max,14,"water for processing, beef, mackerel, pumpkin, salmon, beef lung, beef kidney, locust bean gum, sunflower seed oil, xanthan gum, guar gum, potassium chloride, choline chloride, zinc sulfate, vitamin e supplement, thiamine mononitrate (vitamin b1), nicotinic acid (vitamin b3), potassium iodide, vitamin a supplement, calcium pantothenate, manganese sulfate, copper sulfate, riboflavin supplement (vitamin b2), pyridoxine hydrochloride (vitamin b6), folic acid, vitamin d3 supplement, vitamin b12 supplement.",91014,86.0% max,,"
                        $15.00",wet food,,3.5% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, gmo-free","<li>unique, 2.8 oz bpa-free pouch is perfect for small dogs or dogs who need a little less than standard. this delicious recipe features select cuts of top quality beef and wild caught salmon in au jus</li>,<li>all of weruva's dogs in the kitchen formulas focus on high quality protein and moderate fat for a nutritious meal your pup is sure to love</li>,<li>recipe contains no grains, starch, msg, gluten or carrageenan so it's ideal for any pups with sensitive tummies or allergies</li>,<li>contains added vitamins and minerals to make this delicious food a complete and balanced diet</li>,<li>suitable for all life stages, can be served as a standalone diet or as a yummy topper for dry food</li>","weruva dogs in the kitchen the double dip with beef & wild caught salmon au jus grain-free dog food pouches,2.8-oz,case of 12",By Weruva,bits in broth
3.8,"
                        $38.28",,"all stages, adult",7.0% min,"999 kcal/kg, 360 kcal/12.7 oz can",,"Dog,Food,Wet Food",1.4% max,16,"new formula: organic chicken, organic chicken broth, water sufficient for processing, organic chicken liver, organic pea protein, organic potatoes, organic dried egg product, organic coconut flour, organic blueberries, organic flaxseed, calcium carbonate, organic dried spinach, salt, sodium phosphate, organic alfalfa meal, choline chloride, potassium chloride, organic guar gum, minerals (zinc amino acid complex, iron amino acid complex, copper amino acid complex, manganese amino acid complex, sodium selenite, calcium iodate), vitamins (vitamin e supplement, vitamin a supplement, niacin, thiamine mononitrate, d-calcium pantothenate, riboflavin supplement, vitamin d3 supplement, pyridoxine hydrochloride, vitamin b12 supplement, folic acid), sodium alginate, organic rosemary, organic sage, xanthan gum.",65658,81.0% max,united states,"
                        $29.52",wet food,organix,4.0% min,"all breeds, small breeds, medium breeds, large breeds","gmo-free, grain-free, organic","<li>large, satisfying cuts of real organic free-range chicken and potatoes</li>,<li>usda certified organic formula includes minimally processed fruits and vegetables that provide a source of antioxidants and vitamins</li>,<li>omega 3 and 6 fatty acids contribute to healthy skin and luxurious coat, and calcium and phosphorus ratio helps support healthy bones and teeth</li>,<li>hand crafted in small batches with fruits, vegetables and grains provide soluble fiber to help maintain a healthy digestive system</li>,<li>made in a certified organic kitchen without corn, wheat, soy, artificial colors or preservatives with probiotics to support digestion</li>","castor & pollux organix grain-free butcher & bushel organic shredded chicken dinner in gravy adult canned dog food,12.7-oz,case of 12",By Castor & Pollux,chunks in gravy
4.8,"
                        $32.63",,"adult, all stages",8.0% min,"104 kcal/kg, 384 kcal/can",,"Dog,Food,Wet Food",1.5% max,34,"organic turkey, organic chicken broth, organic potatoes, organic carrots, organic guar gum, vitamins {vitamin e supplement, niacin supplement, l-ascorbyl-2-polyphosphate (source of vitamin c), thiamine mononitrate (source of vitamin b1), calcium pantothenate, vitamin a supplement, pyridoxine hydrochloride (source of vitamin b6), riboflavin supplement (source of vitamin b2), folic acid, vitamin b12 supplement, biotin, vitamin d2 supplement}, minerals {zinc sulfate, iron sulfate, copper sulfate, manganese sulfate, selenium yeast, potassium iodide}.",60002,78.0% max,united states,"
                        $29.61",wet food,,7.0% min,"all breeds, small breeds, medium breeds, large breeds","no corn no wheat no soy, gluten free, organic, grain-free","<li>evanger's organic turkey with potato &amp; carrots dinner is formulated to meet the nutritional levels established by the aafco nutrient profiles for all life stages. puppies, pregnant and nursing dogs may require 2-3 times above amounts, and reduced for less active or older dogs.</li>,<li>this product is certified organic by oregon tilth. this ensures that your pet is getting a quality food that is made with all natural ingredients.</li>,<li>not only does this product offer your pet a variety in taste, this gourmet dinner offers the additional nutritional benefits your pet needs. natural vitamins and minerals are blended with the all-natural meats for ultimate nutrition that are completely balanced meals for all life stages, ages, and breeds.</li>,<li>evanger’s cans are packed with natural, raw ingredients in their own natural juices. the ingredients are then cooked entirely inside the sealed can to lock in the nutrients and flavor of each variety. this process assures both wholesome nutrition for long life and good health, plus the great taste your dog and cat will love. naturally the best!</li>,<li>all evanger’s foods are made with premium-quality, highly-palatable and nutritious ingredients that will satisfy even the most finicky eater. with no soy, corn, wheat, artificial ingredients, harmful additives, preservatives or by-products, evanger’s canned meals are a perfect option for pets that have food sensitivities.</li>","evanger's organics turkey with potato & carrots dinner grain-free canned dog food,13-oz,case of 12",By Evanger's,pate
4.9,,,adult,8.0% min,"841 kcal/kg, 309 kcal/can",,"Dog,Food,Wet Food",1.0% max,25,"chicken, chicken broth, water sufficient for processing, chicken liver, salmon, dried egg product, peas, potato starch, sweet potatoes, carrots, red peppers, guar gum, natural flavor, sodium phosphate, shrimp meal (source of glucosamine), canola oil (preserved with mixed tocopherols), spinach, garlic powder, flaxseed oil, squash, cranberries, blueberries, zucchini, potassium chloride, tricalcium phosphate, chondroitin sulfate, taurine, iron amino acid chelate, vitamin e supplement, zinc amino acid chelate, choline chloride, cobalt amino acid chelate, copper amino acid chelate, manganese amino acid chelate, riboflavin supplement, sodium selenite, thiamine mononitrate, vitamin a supplement, vitamin b-12 supplement, potassium iodide, biotin, vitamin d-3 supplement, glucosamine hydrochloride.",47138,82.0% max,united states,"
                        $28.99",wet food,,4.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, no corn no wheat no soy","<li>chunks of cage-free chicken with antioxidant-rich fruits and veggies in a delicious sweet potato stew</li>,<li>made with antioxidant-rich fruits &amp; veggies to support overall health and wellness</li>,<li>features glucosamine and chondroitin to help maintain hip and joint health</li>,<li>made without any grains, corn, wheat, soy, artificial colors, flavors or preservatives</li>,<li>chelated minerals for better nutrient absorption</li>","dogswell happy hips chicken & sweet potato stew recipe grain-free canned dog food,13-oz,case of 12",By Dogswell,stew
4.4,"
                        $28.68",,"adult, all stages",8.0% min,"920 kcal/kg, 339 kcal/can",,"Dog,Food,Wet Food",1.0% max,8,"chicken, chicken broth, vegetable broth, chicken liver, dried egg whites, peas, carrots, sweet potatoes, guar gum, green beans, flaxseed oil (preserved with mixed tocopherols), sodium phosphate, salt, natural flavor, spinach, potassium chloride, pumpkin, cranberries, choline chloride, calcium carbonate, salmon oil, zinc proteinate, iron proteinate, vitamin e supplement, copper proteinate, manganese proteinate, sodium selenite, thiamine mononitrate, cobalt proteinate, niacin supplement, d-calcium pantothenate, vitamin a supplement, riboflavin supplement, biotin, vitamin b12 supplement, potassium iodide, pyridoxine hydrochloride, vitamin d3 supplement, folic acid.",89295,82.0% max,united states,"
                        $21.73",wet food,,3.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, no corn no wheat no soy","<li>made with the highest quality usa sourced meats</li>,<li>features flaxseed oil, which is high in omega 3 &amp; 6 essential fatty acids, giving your dog a beautiful, shiny coat</li>,<li>sweet potatoes are added for their low glycemic benefits. they double as a healthy carbohydrate that features benefits of beta carotene and antioxidants</li>,<li>vitamins and minerals are added to ensure overall health and wellness</li>,<li>made without any artificial preservatives, flavors or colors</li>","i and love and you cluckin' good stew grain-free canned dog food,13-oz,case of 12",By I and Love and You,stew
4.5,,4.95 pounds,"all stages, adult",11.0% min,"1,320 kcal/kg, 228 kcal/5.5 oz can, 546 kcal/13.2 oz can","13.2-oz, case of 6","Dog,Food,Wet Food",3.0% max,26,"venison, pork liver, water, ground flaxseed, montmorillonite clay, peas, carrots, lecithin, dried kelp, potassium chloride, minerals (zinc proteinate, iron proteinate, copper proteinate, manganese proteinate, sodium selenite, cobalt proteinate, potassium iodide), vitamins (vitamin e supplement, thiamine mononitrate, niacin supplement, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, vitamin a supplement, biotin, vitamin d3 supplement, vitamin b12 supplement, folic acid), taurine, salt, choline chloride, l-ascorbyl-2-polyphosphate, artichokes, cranberries, pumpkin, tomato, blueberries, broccoli, cabbage, kale, parsley",120823,78.0% max,united states,"
                        $28.08",wet food,nature's variety,6.0% min,"small breeds, medium breeds, large breeds, all breeds","no corn no wheat no soy, grain-free, gluten free","<li>formulated to mirror your dog’s ancestral diet with 95% venison and pork liver, plus 5% vegetables, fruits, and wholesome ingredients, and 0% grain and gluten. </li>,<li> natural ingredients with added vitamins and minerals provide complete and balanced nutrition for all life stages and breeds. </li>,<li> includes healthy omega fatty acids to promote a soft and shiny coat. </li>,<li> delicious loaf texture comes in a variety of proteins that can be rotated to bring your dog great-tasting variety at the bowl. </li>,<li> made in usa facilities with no grain, gluten, corn, wheat, soy or fillers or artificial colors, flavors or preservatives. </li>",instinct by nature's variety grain-free venison formula canned dog food,By Instinct,pate
4.6,"
                        $18.00",,adult,8.0% min,"900 kcal/kg, 90 kcal/tray",,"Dog,Food,Wet Food",1.0% max,10,"sufficient water for processing, chicken, turkey, chicken liver, meat by-products, wheat gluten, starch, dried green beans, dried potatoes, wheat flour, minerals (calcium carbonate, potassium chloride, magnesium proteinate, zinc sulfate, copper sulfate, potassium iodide), pea fiber, salt, natural flavor, sodium tripolyphosphate, vitamins (choline chloride, vitamin e supplement, biotin, d-calcium pantothenate, thiamine mononitrate [vitamin b1], vitamin b12 supplement, riboflavin [vitamin b2], vitamin a supplement, vitamin d3 supplement, pyridoxine hydrochloride), added color, xanthan gum, guar gum, sodium nitrite (for color retention).",86041,82.0% max,,"
                        $16.80",wet food,,2.0% min,"all breeds, small breeds, medium breeds, large breeds",,"<li>high quality cuisine that provides unparalleled variety and enjoyment</li>,<li>formula provides complete and balanced nutrition in sauce formulated for adult dogs</li>,<li>fortified with vitamins and minerals to help dogs of all sizes to stay healthy</li>,<li>savory dog food is served in convenient trays with easy, peel-away freshness seals</li>,<li>features delectable delicious turkey flavor for dogs with refined tastes at any time of day</li>","cesar home delights turkey,green beans,& potatoes dog food trays,3.5-oz,case of 24",By Cesar,chunks in gravy
4.1,"
                        $35.88",,"adult, all stages",10.0% min,"861 kcal/kg, 313 kcal/12.7 oz can",,"Dog,Food,Wet Food",3.0% max,16,"deboned beef, beef broth, beef liver, dried egg product, dried yeast culture, calcium carbonate, potassium chloride, sodium phosphate, salt, guar gum, vitamins (vitamin e supplement, vitamin b12 supplement, d-calcium pantothenate, vitamin a supplement, niacin, vitamin d3 supplement, riboflavin supplement, pyridoxine hydrochloride, folic acid, biotin, thiamine mononitrate), choline chloride, minerals (zinc amino acid complex, iron amino acid complex, manganese amino acid complex, copper amino acid complex, potassium iodide, cobalt glucoheptonate, sodium selenite).",86947,78.0% max,united states,"
                        $31.44",wet food,,3.5% min,"all breeds, small breeds, medium breeds, large breeds","no corn no wheat no soy, high-protein, grain-free, gluten free","<li>grain-free recipe, protein-rich recipe with 96% real beef</li>,<li>a hearty stew made with deboned beef as the number one ingredient</li>,<li>complete and balanced nutrition to add moisture and flavor to a dog's diet</li>,<li>modeled after the ancestral canine diet</li>,<li>provides the meaty nutrition your dog needs every day</li>","merrick backcountry grain-free 96% real beef recipe canned dog food,12.7-oz,case of 12",By Merrick,pate
,"
                        $14.16",5.0 pounds,"adult, all stages",10.0% min,"1061 kcal/kg, 300 kcal/tub",,"Dog,Food,Wet Food",1.5% max,,"water sufficient for processing, beef, wheat gluten, liver, carrots, peas, meat by-products, barley, corn starch-modified, artificial and natural flavors, salt, tricalcium phosphate, soy flour, potassium chloride, added color, zinc sulfate, vitamin e supplement, ferrous sulfate, choline chloride, niacin, thiamine mononitrate, copper sulfate, calcium pantothenate, manganese sulfate, pyridoxine hydrochloride, vitamin b-12 supplement, riboflavin supplement, vitamin a supplement, folic acid, vitamin d-3 supplement, biotin, potassium iodide, sodium selenite.",130951,76.0% max,united states,"
                        $12.08",wet food,purina,2.0% min,"all breeds, large breeds, medium breeds, small breeds",,"<li>deliciously made with finely chopped ingredients you can actually see like beef, carrots, peas, and barley.</li>,<li>provides a complete and balanced diet for dogs of all breeds and ages, even puppies.</li>,<li>enhanced with essential vitamins and minerals to provide all the nutrients your dog needs to stay healthy.</li>,<li>can be given as a meal on its own or used to top dry kibble to delight even the pickiest pups.</li>,<li>convenient freshness-sealed containers with lids are perfect for portion control and can be reused with no messes.</li>","purina beneful chopped blends with beef,carrots,peas & barley wet dog food,10-oz,case of 8",By Purina Beneful,chunks in gravy
4.7,"
                        $35.99",,"adult, all stages",9.0% min,"980 kcal/kg, 361.62 kcal/13 oz can",,"Dog,Food,Wet Food",1.5% max,14,"organic beef, organic turkey, organic beef broth, organic coconut oil, organic brussels sprouts, organic kale, organic garbanzo beans, organic lentils, organic strawberries, organic bananas, organic chia seeds, organic liver, organic guar gum, vitamins (vitamin e supplement, niacinamide, l-ascorbyl-2-polyphosphate, calcium pantothenate, thiamine mononitrate, vitamin a acetate, folic acid, riboflavin, biotin, pyridoxine hydrochloride, vitamin b12 supplement, vitamin d3 supplement), minerals (calcium carbonate, zinc sulfate, ferrous sulfate, zinc proteinate, copper sulfate, potassium iodide, copper proteinate, manganese sulfate, selenium yeast, manganese proteinate).",88829,78.0% max,united states,"
                        $34.68",wet food,,7.0% min,"all breeds, small breeds, medium breeds, large breeds","organic, grain-free, gluten free, no corn no wheat no soy","<li>produced with fresh top-quality poultry, seafood and meats, which provides a healthy source of protein for your pet</li>,<li>also use fresh fruits and vegetables such as blueberries, cranberries, zucchini and artichoke to name a few, which are a great source of antioxidants, fiber, vitamins and folic acid</li>,<li>formulated to promote clean nutrition and protection for your pets from exposure to toxins and unhealthy ingredients</li>,<li>made with organic beef, fruits, vegetables, vitamins &amp; minerals for overall wellbeing</li>,<li>no artificial preservatives, colors, flavors, corn, wheat, or soy and made with simple &amp; essential ingredients</li>","party animal cocolicious organic beef & turkey recipe grain-free canned dog food,12.8-oz,case of 12",By Party Animal,pate
4.6,"
                        $5.00",,"adult, all stages",8.0% min,"1,200 kcal, 396 kcal/pouch",,"Dog,Food,Wet Food",1.0% min,12,"chicken, broccoli, carrots, rice protein concentrate, triacalcium phosphate, ground flax seed, potassium chloride, starch, vitamins: [maltodextrin, vitamin e supplement, niacin (niacinamide), d-calcium pantothenate, vitamin a palmitate, riboflavin, thiamin mononitrate, pyridoxine hydrochloride, folic acid, beta-carotene (source of vitamin a), ascorbic acid (source of vitamin c), biotin, vitamin b12 supplement, cholacalciferol (source of vitamin d3)], salt, natural chicken flavor, choline chloride, minerals: [ferrous phosphate, zinc oxide, manganese sulfate, sodium chloride, cupric oxide (source of copper), sodium selenite], potassium iodide.",99734,78.0% max,united states,"
                        $3.49",wet food,,5.0% min,"all breeds, small breeds, medium breeds, large breeds",gluten free,"<li>all-natural, moist food that features premium chicken free of growth hormones and steroids, wholesome veggies including carrots packed with beta-carotene and vitamin-rich broccoli, flaxseed, and b vitamins to provide skin and coat health</li>,<li>slow-cooked to seal in nutrients and maximum flavors your pup will find irresistible</li>,<li>highly digestible protein that’s full of amino acids, fatty acids and minerals to optimize your pup's health</li>,<li>gluten-free recipe for pups with sensitive tummies</li>,<li>no added by-products or fillers, just wholesome ingredients</li>","three dog bakery entree chicken,broccoli,carrots and rice recipe gluten-free dog food,12-oz bag",By Three Dog Bakery,shredded
4.8,"
                        $38.28",,"all stages, adult",7.0% min,"1,143 kcal/kg, 411 kcal/12.7 oz can",,"Dog,Food,Wet Food",1.0% max,13,"new formula: organic chicken, water sufficient for processing, organic brown rice, organic chicken liver, organic carrots, organic potatoes, organic coconut flour, organic flaxseed, organic apples, organic blueberries, tricalcium phosphate, salt, organic guar gum, choline chloride, minerals (zinc amino acid complex, iron amino acid complex, copper amino acid complex, manganese amino acid complex, sodium selenite, calcium iodate), vitamins (vitamin e supplement, vitamin a supplement, niacin, thiamine mononitrate, d-calcium pantothenate, riboflavin supplement, vitamin d3 supplement, pyridoxine hydrochloride, vitamin b12 supplement, folic acid), organic garlic powder, potassium chloride.",49804,78.0% max,united states,"
                        $24.16",wet food,organix,6.0% min,"all breeds, small breeds, medium breeds, large breeds","gmo-free, organic","<li>increased calories are great for dogs recovering from illness or injury who need to gain back lost weight</li>,<li>usda certified organic formula includes minimally processed fruits and vegetables that provide a source of antioxidants and vitamins</li>,<li>omega 3 and 6 fatty acids contribute to healthy skin and luxurious coat, and calcium and phosphorus ratio helps support healthy bones and teeth</li>,<li>hand crafted in small batches with fruits, vegetables and grains provide soluble fiber to help maintain a healthy digestive system</li>,<li>made in a certified organic kitchen without corn, wheat, soy, artificial colors or preservatives with probiotics to support digestion</li>","castor & pollux organix organic chicken & brown rice recipe adult canned dog food,12.7-oz,case of 12",By Castor & Pollux,pate
5,,,"adult, all stages",10.0% min,328 kcal/12.2 oz can,,"Dog,Food,Wet Food",0.5% max,2,"tuna, water sufficient for processing, potato, calciumcarbonate, sodium chloride, dicalcium phosphate,minerals: (iron proteinate, zinc proteinate, copperproteinate, manganese proteinate, iodine), vitamins:(niacin, vitamin e supplement, thiamine mononitrate,d-pantothenic acid, riboflavin, pyridoxine hydrochloride,vitamin a supplement, folic acid, biotin, vitamin b12supplement, vitamin d3 supplement), potassiumchloride, choline chloride, taurine, kale.",88474,78.0% max,canada,"
                        $37.08",wet food,,6.0% min,"all breeds, small breeds, medium breeds, large breeds","gluten free, sensitive digestion, grain-free, limited ingredient diet","<li>a delicious wet food with 95% protein from wild caught tuna, and 5% protein from vegetables</li>,<li>nutritionally complete and balanced for dogs of all ages</li>,<li>limited ingredient recipe with absolutely no grains, glutens, carrageenan, or guar gum, in epoxy-free cans. a great option for pets prone to food sensitivities!</li>,<li>provides essential moisture to your dog’s diet</li>,<li>great for the whole furry family: this recipe is also suitable for cats</li>","firstmate wild tuna formula limited ingredient grain-free canned dog food,12.2-oz,case of 12",By FirstMate,pate
3,"
                        $45.51",,"all stages, adult",9.5% min,340 kcal/can,,"Dog,Food,Wet Food",1.0% max,2,"chicken, chicken broth, vegetable broth, chicken heart, chicken liver, dried eggs, natural flavor, chicken gizzards, agar-agar, green beans, cranberries, dried green lipped mussels, salmon oil, calcium carbonate, parsley, dandelion greens, salt, tricalcium phosphate, turmeric, choline chloride, potassium chloride, zinc proteinate, iron proteinate, copper proteinate, manganese proteinate, sodium selenite, calcium iodate, vitamin e supplement, thiamine mononitrate, niacin supplement, calcium pantothenate, biotin, vitamin a supplement, riboflavin supplement, vitamin b12 supplement, pyridoxine hydrochloride, vitamin d3 supplement, folic acid.",92934,82.0% max,united states,"
                        $43.21",wet food,,5.5% min,"all breeds, small breeds, medium breeds, large breeds","gluten free, grain-free","<li>delicious shreds of chicken the first ingredient</li>,<li>made with green beans, cranberries, green lipped mussels, salmon oil, garden greens and turmeric</li>,<li>grain &amp; gluten-free, complete and balanced for all life stages</li>,<li>natural with added vitamins and minerals</li>,<li>no artificial preservatives, flavors, colors, guar, carrageenan or cassia gums</li>","bravo! canine cafe chicken fricassee grain-free canned dog food,12.5-oz,case of 12",By Bravo!,minced
2.7,"
                        $72.99",,"all stages, adult",10.0% min,"1,039 kcal/kg, 383 kcal/13 oz can",,"Dog,Food,Wet Food",0.5% max,3,"96% rabbit, 2% quail, duck, turkey, pork, duck broth, lamb broth, lamb, duck liver, agar-agar, potassium chloride, salt, choline chloride, tricalcium phosphate, calcium carbonate, zinc proteinate, iron proteinate, magnesium proteinate, copper proteinate, manganese proteinate, sodium selenite, calcium iodate, vitamin e supplement, thiamine mononitrate, niacin supplement, calcium pantothenate, biotin, vitamin a supplement, riboflavin supplement, vitamin b12 supplement, pyridoxine hydrochloride, vitamin d3 supplement, folic acid.",89900,78.0% max,united states,"
                        $52.29",wet food,,6.0% min,"small breeds, medium breeds, large breeds, all breeds","no corn no wheat no soy, grain-free, gluten free","<li>made from high-quality rabbit</li>,<li>100% animal protein, absolutely no plant protein</li>,<li>free of soy, grains and glutens, no artificial preservatives, colors or flavors</li>,<li>single protein source fortified with vitamins and minerals</li>,<li>wholesome meat with no added carbohydrates, even the most picky dog will enjoy this carnivorous diet</li>","hound & gatos rabbit formula grain-free canned dog food,13-oz,case of 12",By Hound & Gatos,pate
4.9,,,"adult, all stages",9.0% min,"980 kcal/kg, 361.62 kcal/13 oz can",,"Dog,Food,Wet Food",1.5% max,7,"organic turkey, organic turkey broth, organic sweet potatoes, organic liver, organic pears, organic cranberries, organic broccoli, organic guar gum, organic olive oil, vitamins (vitamin e supplement, niacinamide, l-ascorbyl-2-polyphosphate, calcium pantothenate, thiamine mononitrate, vitamin a acetate, folic acid, riboflavin, biotin, pyridoxine hydrochloride, vitamin b12 supplement, vitamin d3 supplement), minerals (calcium carbonate, zinc sulfate, ferrous sulfate, zinc proteinate, copper sulfate, potassium iodide, copper proteinate, manganese sulfate, selenium yeast, manganese proteinate).",88820,78.0% max,united states,"
                        $34.68",wet food,,7.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, organic, gluten free, no corn no wheat no soy","<li>produced with fresh top-quality poultry, seafood and meats, which provides a healthy source of protein for your pet</li>,<li>also use fresh fruits and vegetables such as blueberries, cranberries, zucchini and artichoke to name a few, which are a great source of antioxidants, fiber, vitamins and folic acid</li>,<li>formulated to promote clean nutrition and protection for your pets from exposure to toxins and unhealthy ingredients</li>,<li>made with organic beef, fruits, vegetables, vitamins &amp; minerals for overall wellbeing</li>,<li>no artificial preservatives, colors, flavors, corn, wheat, or soy and made with simple &amp; essential ingredients</li>","party animal turn up da turkey recipe grain-free canned dog food,13-oz,case of 12",By Party Animal,pate
4.8,"
                        $38.99",,"adult, all stages",9.0% min,"980 kcal/kg, 361.62 kcal/can",,"Dog,Food,Wet Food",1.5% max,17,"venison, venison broth, organic sweet potatoes, liver, organic carrots, organic guar gum, organic olive oil, vitamins (vitamin e supplement, niacinamide, l-ascorbyl-2-polyphosphate, calcium pantothenate, thiamine mononitrate, vitamin a acetate, folic acid, riboflavin, biotin, pyridoxine hydrochloride, vitamin b12 supplement, vitamin d3 supplement), minerals (calcium carbonate, zinc sulfate, ferrous sulfate, zinc proteinate, copper sulfate, potassium iodide, copper proteinate, manganese sulfate, selenium yeast, manganese proteinate).",88815,78.0% max,united states,"
                        $34.68",wet food,,7.0% min,"all breeds, small breeds, medium breeds, large breeds","gluten free, grain-free, no corn no wheat no soy","<li>produced with fresh top-quality poultry, seafood and meats, which provides a healthy source of protein for your pet</li>,<li>also use fresh fruits and vegetables such as blueberries, cranberries, zucchini and artichoke to name a few, which are a great source of antioxidants, fiber, vitamins and folic acid</li>,<li>formulated to promote clean nutrition and protection for your pets from exposure to toxins and unhealthy ingredients</li>,<li>made with organic beef, fruits, vegetables, vitamins &amp; minerals for overall wellbeing</li>,<li>no artificial preservatives, colors, flavors, corn, wheat, or soy and made with simple &amp; essential ingredients</li>","party animal heavenly venison grain-free recipe canned dog food,13-oz,case of 12",By Party Animal,pate
