rating,list_price,weight,brand,lifestage,itemnumber,specialdiet,product_list,foodform,breedsize,review_count,price,madein,company,foodtexture
4.9,,4.7625 pounds,nature's variety,"all stages, adult",122338,"no corn no wheat no soy, grain-free","instinct by nature's variety grain-free stews chicken recipe wet canned dog food,12.7-oz,case of 6",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $17.94",united states,Instinct,stew
4.7,"
                        $12.49",,,adult,101003,,"variety pet foods healthy coat variety pack canned dog food,12.75-oz,case of 6",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $11.37",united states,Variety Pet Foods,stew
4.3,"
                        $36.90",9.375 pounds,blue wilderness,"adult, all stages",114214,"grain-free, no corn no wheat no soy, high-protein","blue buffalo wilderness flatland feast turkey,quail & duck formula grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $29.99",united states,lue Buffalo,pate
4.9,"
                        $19.12",,,"adult, all stages",49129,"high-protein, low glycemic, gluten free, no corn no wheat no soy",tiki dog kauai luau succulent chicken on brown rice with tiger prawns canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",18,"
                        $17.21",,Tiki Dog,shredded
4.8,"
                        $37.68",,,"all stages, adult",91020,"grain-free, gmo-free","weruva dogs in the kitchen funk in the trunk with chicken breast & pumpkin au jus grain-free canned dog food,10-oz can,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $35.76",,Weruva,bits in broth
5,"
                        $34.68",,wellness complete health,"adult, all stages",49208,no corn no wheat no soy,"wellness complete health duck & sweet potato formula canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",24,"
                        $32.99",,Wellness,pate
4.9,"
                        $27.12",,,adult,47139,"grain-free, no corn no wheat no soy","dogswell happy hips duck & sweet potato stew recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",17,"
                        $26.41",united states,Dogswell,stew
4.8,,9.9 pounds,,"all stages, adult",114361,,"pedigree chopped ground dinner with chicken,beef & liver canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $10.09",united states,Pedigree,minced
4.3,,,,adult,77354,"grain-free, gluten free","wild calling chicken coop 96% chicken grain-free adult canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $32.28",united states,Wild Calling,pate
4.5,,1.75 pounds,,"all stages, adult",123262,,"pedigree choice cuts variety pack grilled chicken & filet mignon flavor wet dog food,3.5-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $4.93",united states,Pedigree,chunks in gravy
5,"
                        $26.79",,purina,adult,67585,,"purina pro plan savor adult seared beef,green beans & brown rice entree in gravy canned dog food,5.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $25.92",united states,Purina Pro Plan,chunks in gravy
4.1,"
                        $50.16",,,"adult, all stages",51245,"gmo-free, grain-free",weruva grandma's chicken soup with chicken& veggies grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $38.24",,Weruva,chunks in gravy
4.2,"
                        $27.99",10.125 pounds,royal canin size health nutrition,adult,99648,weight control,"royal canin weight care in gel canned dog food,13.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",6,"
                        $27.44",united states,Royal Canin,pate
4.5,"
                        $35.76",,,adult,76673,grain-free,"wellness petite entrees mini-filets with roasted chicken,carrots & red peppers in gravy grain-free wet dog food,3-oz,case of 24",wet food,"small breeds, extra small & toy breeds",11,"
                        $33.99",,Wellness,chunks in gravy
4.1,"
                        $12.34",,,"all stages, adult",86351,"high-protein, grain-free, no corn no wheat no soy","redbarn naturals grain-free chicken recipe dog food roll,3-lb roll",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $10.99",united states,Redbarn,pate
4.1,"
                        $29.88",,,puppy,83604,,"natural balance original ultra whole body health puppy formula chicken,duck & brown rice canned dog food",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $23.59",united states,Natural Balance,pate
4.4,"
                        $34.68",,,"all stages, adult",76747,grain-free,"nulo freestyle beef,peas & carrot recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $29.88",united states,Nulo,pate
4.9,"
                        $38.40",,,"all stages, adult",54304,"grain-free, gluten free, no corn no wheat no soy","nature's logic canine lamb feast grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $36.48",united states,Nature's Logic,minced
4.3,"
                        $35.88",,,adult,52474,,"natural balance delectable delights chow-down chowder stew wet dog food,8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $28.33",,Natural Balance,stew
4.6,,4.95 pounds,nature's variety,"all stages, adult",120824,"no corn no wheat no soy, sensitive digestion, limited ingredient diet, grain-free, gluten free","instinct by nature's variety limited ingredient diet grain-free duck formula canned dog food,13.2-oz,case of 6",wet food,"small breeds, medium breeds, large breeds, all breeds",12,"
                        $28.08",united states,Instinct,pate
,,2.625 pounds,blue life protection,"adult, all stages",114271,no corn no wheat no soy,"blue buffalo divine delights pate variety pack top sirloin & grilled chicken flavor dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",,"
                        $17.99",united states,lue Buffalo,pate
4.3,,2.625 pounds,blue life protection,"adult, all stages",114264,no corn no wheat no soy,"blue buffalo divine delights filet mignon flavor pate dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",3,"
                        $13.99",united states,lue Buffalo,pate
4.6,"
                        $28.19",14.87 ounces,purina,"adult, all stages",111058,"grain-free, no corn no wheat no soy","purina beyond grain-free turkey & sweet potato recipe ground entree canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",8,"
                        $25.04",united states,Purina Beyond,pate
5,"
                        $32.28",,,adult,86569,no corn no wheat no soy,"solid gold hund-n-flocken lamb,brown rice & barley recipe canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",22,"
                        $30.00",united states,Solid Gold,pate
4.8,"
                        $80.99",20.4 pounds,royal canin,adult,77541,"sensitive digestion, prescription food, vegetarian","royal canin veterinary diet vegetarian canned dog food,13.6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $75.99",united states,Royal Canin Veterinary Diet,pate
5,,2.625 pounds,blue life protection,"adult, all stages",114277,no corn no wheat no soy,"blue buffalo divine delights sausage,egg & cheese flavor pate dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",2,"
                        $13.99",united states,lue Buffalo,pate
4.1,"
                        $43.91",,,"adult, all stages",91530,"no corn no wheat no soy, low glycemic, limited ingredient diet, grain-free, gluten free","zignature whitefish limited ingredient formula grain-free canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",16,"
                        $35.88",united states,Zignature,pate
4.6,"
                        $23.88",9.4 pounds,,puppy,86746,,"nutro puppy tender chicken & oatmeal recipe pate canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $21.99",united states,Nutro,pate
4.3,"
                        $11.43",3.17 ounces,purina,"adult, all stages",110781,,"purina bella grilled chicken flavor in savory juices small breed dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",6,"
                        $10.80",united states,Purina Bella,pate
4.6,"
                        $18.00",,,puppy,47090,,"cesar puppy with chicken & beef dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $16.80",,Cesar,pate
4,"
                        $36.90",9.375 pounds,blue wilderness,"adult, all stages",114219,"grain-free, no corn no wheat no soy, high-protein","blue buffalo wilderness snake river grill trout,venison & rabbit formula grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $29.99",united states,lue Buffalo,pate
3.8,"
                        $21.99",,,adult,83378,grain-free,"wysong epigen variety pack grain-free canned  dog,cat & ferret food,13-oz,case of 6",wet food,"all breeds, small breeds, medium breeds, large breeds",54,"
                        $20.99",united states,Wysong,pate
5,"
                        $24.60",4.0 pounds,blue wilderness,"adult, all stages",114247,"grain-free, high-protein, no corn no wheat no soy","blue buffalo wilderness trail tubs beef stew grain-free dog food trays,8-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $19.99",united states,lue Buffalo,stew
4.8,"
                        $35.88",,,adult,52472,,"natural balance delectable delights bowl 'o barkgundy stew wet dog food,8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",18,"
                        $28.33",,Natural Balance,stew
3.5,"
                        $35.88",12.0 pounds,,puppy,117174,"grain-free, no corn no wheat no soy, gluten free",merrick classic grain-free beef recipe puppy plate canned dog food,wet food,"small breeds, medium breeds, large breeds, all breeds",8,"
                        $31.44",united states,Merrick,chunks in gravy
4.3,,,,"adult, all stages",107345,grain-free,"victor grain-free beef & vegetables entree in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $28.99",,Victor,chunks in gravy
4.8,"
                        $51.13",,wellness core,adult,102007,"gluten free, grain-free, no corn no wheat no soy","wellness core grain-free turkey lovers variety pack canned dog food,12.5-oz,case of 18",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $48.57",,Wellness,pate
4.7,"
                        $35.88",,blue life protection,adult,85005,"no corn no wheat no soy, grain-free","blue buffalo blue's hunter's stew grain free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $28.99",united states,lue Buffalo,stew
4.8,"
                        $35.88",,natural ultramix,adult,65668,"grain-free, no corn no wheat no soy","castor & pollux natural ultramix venison,white potatoes & fresh cut carrots entree grain-free adult canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $30.15",united states,Castor & Pollux,"stew, chunks in gravy"
4.4,"
                        $35.88",12.0 pounds,,adult,117745,"grain-free, high-protein, no corn no wheat no soy, gluten free","merrick backcountry hero's banquet stew grain-free canned dog food,12.7-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",5,"
                        $31.44",united states,Merrick,stew
4.3,"
                        $34.68",,wellness simple,adult,51716,"sensitive digestion, limited ingredient diet, grain-free, gluten free, no corn no wheat no soy","wellness simple limited ingredient diet grain-free whitefish & potato formula canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",38,"
                        $32.99",,Wellness,pate
4.1,"
                        $17.88",,,"all stages, adult",91014,"grain-free, gmo-free","weruva dogs in the kitchen the double dip with beef & wild caught salmon au jus grain-free dog food pouches,2.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $15.00",,Weruva,bits in broth
3.8,"
                        $38.28",,organix,"all stages, adult",65658,"gmo-free, grain-free, organic","castor & pollux organix grain-free butcher & bushel organic shredded chicken dinner in gravy adult canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $29.52",united states,Castor & Pollux,chunks in gravy
4.8,"
                        $32.63",,,"adult, all stages",60002,"no corn no wheat no soy, gluten free, organic, grain-free","evanger's organics turkey with potato & carrots dinner grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",34,"
                        $29.61",united states,Evanger's,pate
4.9,,,,adult,47138,"grain-free, no corn no wheat no soy","dogswell happy hips chicken & sweet potato stew recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",25,"
                        $28.99",united states,Dogswell,stew
4.4,"
                        $28.68",,,"adult, all stages",89295,"grain-free, no corn no wheat no soy","i and love and you cluckin' good stew grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $21.73",united states,I and Love and You,stew
4.5,,4.95 pounds,nature's variety,"all stages, adult",120823,"no corn no wheat no soy, grain-free, gluten free",instinct by nature's variety grain-free venison formula canned dog food,wet food,"small breeds, medium breeds, large breeds, all breeds",26,"
                        $28.08",united states,Instinct,pate
4.6,"
                        $18.00",,,adult,86041,,"cesar home delights turkey,green beans,& potatoes dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $16.80",,Cesar,chunks in gravy
4.1,"
                        $35.88",,,"adult, all stages",86947,"no corn no wheat no soy, high-protein, grain-free, gluten free","merrick backcountry grain-free 96% real beef recipe canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $31.44",united states,Merrick,pate
,"
                        $14.16",5.0 pounds,purina,"adult, all stages",130951,,"purina beneful chopped blends with beef,carrots,peas & barley wet dog food,10-oz,case of 8",wet food,"all breeds, large breeds, medium breeds, small breeds",,"
                        $12.08",united states,Purina Beneful,chunks in gravy
4.7,"
                        $35.99",,,"adult, all stages",88829,"organic, grain-free, gluten free, no corn no wheat no soy","party animal cocolicious organic beef & turkey recipe grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $34.68",united states,Party Animal,pate
4.6,"
                        $5.00",,,"adult, all stages",99734,gluten free,"three dog bakery entree chicken,broccoli,carrots and rice recipe gluten-free dog food,12-oz bag",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $3.49",united states,Three Dog Baker,shredded
4.8,"
                        $38.28",,organix,"all stages, adult",49804,"gmo-free, organic","castor & pollux organix organic chicken & brown rice recipe adult canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $24.16",united states,Castor & Pollux,pate
5,,,,adult,101005,,"variety pet foods homestyle stew dad's casserole canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $27.48",united states,Variety Pet Foods,stew
3.7,"
                        $27.99",,,adult,79756,no corn no wheat no soy,"evolve lamb formula canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $26.08",united states,Evolve,pate
,,9.375 pounds,,"all stages, adult",131117,grain-free,"lotus salmon loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $41.88",united states,Lotus,pate
,,9.375 pounds,,"all stages, adult",131109,grain-free,"lotus turkey loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $41.88",united states,Lotus,pate
,"
                        $21.99",9.9 pounds,,"all stages, adult",114388,,"pedigree homestyle meals lamb & rice flavor stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $19.15",united states,Pedigree,chunks in gravy
,"
                        $45.51",,,"adult, all stages",92940,"gluten free, grain-free","bravo! canine cafe 95% chicken & liver dinner grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $43.23",united states,ravo!,shredded
4,"
                        $31.49",,,"adult, all stages",48555,,"petguard chicken & herbed brown rice dinner canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $30.48",united states,PetGuard,pate
,,5.25 pounds,,adult,132083,"grain-free, high-protein","nutro wild frontier hunters recipe beef loaf with chicken & turkey pieces adult high-protein grain-free dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $45.36",united states,Nutro,pate
,,9.375 pounds,,"all stages, adult",131115,grain-free,"lotus duck loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $44.28",united states,Lotus,pate
4,,9.375 pounds,,"all stages, adult",131107,grain-free,"lotus chicken loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $41.88",united states,Lotus,pate
5,,9.75 pounds,,"adult, all stages",123830,grain-free,"dave's pet food grain-free ocean fish & vegetable cuts in gravy canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",2,"
                        $29.26",united states,Dave's Pet Food,chunks in gravy
4,"
                        $35.99",13.2 ounces,,"all stages, adult",115366,no corn no wheat no soy,tender & true antibiotic-free natural chicken & brown rice recipe canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $32.99",united states,Tender & True,pate
3.7,"
                        $45.51",,,"adult, all stages",92936,"gluten free, grain-free","bravo! canine cafe beef fricassee grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $43.23",united states,ravo!,minced
4.8,"
                        $45.51",,,"adult, all stages",92938,"grain-free, gluten free","bravo! canine cafe turkey fricassee grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $43.23",united states,ravo!,minced
3,"
                        $45.51",,,"all stages, adult",92934,"gluten free, grain-free","bravo! canine cafe chicken fricassee grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $43.21",united states,ravo!,minced
,"
                        $35.16",10.65 pounds,evanger's,"adult, all stages",130424,"limited ingredient diet, no corn no wheat no soy","against the grain nothing else pork canned grain-free dog food,11-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $32.27",united states,Against the Grain,chunks in gravy
4.1,"
                        $45.12",,,"adult, all stages",66890,"gmo-free, grain-free, gluten free, no corn no wheat no soy","against the grain hand pulled chicken with gravy dinner grain-free canned dog food,12-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",18,"
                        $41.99",,Against the Grain,shredded
3.7,"
                        $91.73",,,"adult, all stages",60116,"grain-free, sensitive digestion","addiction unagi & seaweed entree grain-free canned dog food,13.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $53.88",new zealand,Addiction,pate
4.8,,9.0 pounds,,"adult, all stages",60000,"no corn no wheat no soy, grain-free, gluten free","evanger's grain-free hand packed braised beef chunks with gravy canned dog food,12-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",32,,united states,Evanger's,chunks in gravy
4.6,,,,"adult, all stages",50972,"grain-free, gluten free, limited ingredient diet, no corn no wheat no soy","canine caviar 96% duck & sweet potato grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",29,"
                        $41.74",united states,Canine Caviar,pate
4.4,,,,"adult, all stages",50971,"grain-free, gluten free, limited ingredient diet, no corn no wheat no soy","canine caviar 96% turkey grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",34,"
                        $34.65",united states,Canine Caviar,pate
4.8,"
                        $33.99",,dogswell,"adult, all stages",50944,"sensitive digestion, high-protein, grain-free, gluten free, no corn no wheat no soy","nutrisca grain-free salmon & chickpea stew recipe canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",34,"
                        $30.92",united states,Nutrisca,stew
4.9,"
                        $84.99",20.4 pounds,royal canin,adult,49966,"sensitive digestion, prescription food","royal canin veterinary diet selected protein adult pv canned dog food,13.6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",94,"
                        $76.49",united states,Royal Canin Veterinary Diet,pate
5,"
                        $48.74",,,adult,49353,organic,"wysong adult with organic chicken canned dog food,12.9-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $44.84",united states,Wysong,pate
4.3,"
                        $32.38",,,senior,48564,,"petguard senior chicken,liver & vegetables dinner canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $31.60",united states,PetGuard,pate
,"
                        $34.29",,,"adult, all stages",48559,,"petguard gumbo with gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $30.40",united states,PetGuard,pate
5,"
                        $51.37",,,puppy,48556,no corn no wheat no soy,"petguard chicken & vegetables puppy dinner canned dog food,14-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $31.08",united states,PetGuard,pate
,,,,"adult, all stages",138368,"gluten free, no corn no wheat no soy, grain-free","hound & gatos original paleolithic diet formula grain-free dog food,13-oz,case of 12",wet food,,,"
                        $39.89",united states,Hound & Gatos,pate
,,,,"adult, all stages",138362,"grain-free, no corn no wheat no soy, gluten free","hound & gatos turkey formula grain-free dog food,13-oz,case of 12",wet food,,,"
                        $35.99",united states,Hound & Gatos,pate
,,9.9 pounds,,"all stages, adult",134052,,"kibbles 'n bits homestyle tender slices with real beef,chicken & vegetables in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $25.87",united states,Kibbles 'n Bits,chunks in gravy
,"
                        $16.50",9.9 pounds,,"all stages, adult",134050,,"kibbles 'n bits homestyle meatballs & pasta dinner with real beef in tomato sauce canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $15.71",united states,Kibbles 'n Bits,chunks in gravy
,,9.9 pounds,,"all stages, adult",134048,,"kibbles 'n bits bistro tender cuts with real turkey,bacon & vegetables in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $25.87",united states,Kibbles 'n Bits,chunks in gravy
,"
                        $18.96",9.9 pounds,,"all stages, adult",134046,,"kibbles 'n bits bistro tender cuts with real beef & vegetables in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $16.01",united states,Kibbles 'n Bits,chunks in gravy
,,9.9 pounds,,"all stages, adult",134044,,"kibbles 'n bits bistro hearty cuts with real beef,chicken & vegetables in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $15.71",united states,Kibbles 'n Bits,chunks in gravy
,,9.9 pounds,,"all stages, adult",134042,,"kibbles 'n bits american grill burger dinner with real bacon & cheese bits in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $25.87",united states,Kibbles 'n Bits,chunks in gravy
,"
                        $45.36",5.25 pounds,,adult,132079,"grain-free, high-protein","nutro wild frontier small prey recipe chicken loaf with chicken & turkey pieces adult high-protein grain-free dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $44.76",united states,Nutro,pate
,"
                        $29.88",2.625 pounds,organix,"adult, all stages",131173,"grain-free, organic","castor & pollux organix tiny feasts grain-free organic chicken & potato stew dog food trays,3.5 oz,case of 12",wet food,"extra small & toy breeds, small breeds",,"
                        $25.08",united states,Castor & Pollux,stew
2,,9.375 pounds,,"all stages, adult",131119,grain-free,"lotus rabbit loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $51.48",united states,Lotus,pate
,,9.375 pounds,,"all stages, adult",131113,grain-free,"lotus sardine loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $44.28",united states,Lotus,pate
3,,9.375 pounds,,"all stages, adult",131111,grain-free,"lotus pork loaf grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $44.28",united states,Lotus,pate
,,12.96 ounces,,"adult, all stages",130996,grain-free,"tuscan natural carne grain-free turkey & chicken canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $35.88",united states,Tuscan Natural,pate
5,,12.96 ounces,,"adult, all stages",130994,grain-free,"tuscan natural simply pure lamb grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $35.88",united states,Tuscan Natural,pate
,"
                        $35.16",10.65 pounds,evanger's,"adult, all stages",130426,"limited ingredient diet, no corn no wheat no soy, gluten free, grain-free","against the grain nothing else salmon canned grain-free dog food,11-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $32.64",united states,Against the Grain,chunks in gravy
,"
                        $35.16",10.65 pounds,evanger's,"adult, all stages",130422,"limited ingredient diet, no corn no wheat no soy, grain-free, gluten free","against the grain nothing else duck canned grain-free dog food,11-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $32.64",united states,Against the Grain,chunks in gravy
,"
                        $35.16",10.65 pounds,evanger's,"adult, all stages",130420,"limited ingredient diet, no corn no wheat no soy, grain-free, gluten free","against the grain nothing else chicken grain-free canned dog food,11-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $32.64",united states,Against the Grain,chunks in gravy
,"
                        $35.30",5.5 ounces,,"all stages, adult",115372,"no corn no wheat no soy, grain-free",tender & true sustainable seafood ocean whitefish & potato recipe grain- free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $33.99",united states,Tender & True,pate
5,,9.9 pounds,,"all stages, adult",114369,,"pedigree chunky ground dinner with beef canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $19.28",united states,Pedigree,minced
,"
                        $50.16",,firstmate,"adult, all stages",110197,"grain-free, gluten free","kasiks cage-free turkey formula grain-free canned dog food,12.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $37.08",canada,KASIKS,pate
,,11.7 pounds,,adult,109280,,"dogswell wet food grain-free turkey savory stew,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $29.04",united states,Dogswell,stew
,,11.7 pounds,,adult,109278,,"dogswell grain-free savory stew chicken recipe canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $29.04",united states,Dogswell,stew
5,,11.7 pounds,,adult,109276,,"dogswell savory stew duck recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $29.04",united states,Dogswell,stew
,,11.7 pounds,,adult,109274,,"dogswell savory stew lamb recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $29.04",united states,Dogswell,stew
,,11.7 pounds,,puppy,109272,,"dogswell hearty loaf chicken recipe grain-free puppy canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $29.04",united states,Dogswell,pate
2,"
                        $17.88",,,"adult, all stages",108472,,"under the sun grain-free with salmon & shrimp dog food trays,3.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",1,"
                        $16.99",united states,Under the Sun,pate
5,,,,"adult, all stages",107741,"grain-free, high-protein, gmo-free",k9 natural grass-fed beef feast with hoki oil grain-free puppy canned dog food,wet food,"small breeds, medium breeds, large breeds, all breeds",1,"
                        $76.56",new zealand,K9 Natural,pate
4,,12.5 ounces,,adult,106780,,"caru real chicken with duck stew grain-free wet dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",2,"
                        $59.88",united states,Caru,stew
,,,,"adult, all stages",106675,"gluten free, grain-free, sensitive digestion","firstmate 50/50 chicken & tuna formula grain-free canned dog food,12.2-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",,"
                        $37.08",canada,FirstMate,pate
4,,,,"adult, all stages",104994,grain-free,"k9 natural grass-fed venison feast grain-free canned dog food,6-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",3,"
                        $100.56",new zealand,K9 Natural,pate
