,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture
677,18.32,4.0,earthborn holistic lily's gourmet buffet grain-free natural moist dog food,Earthborn Holistic,Earthborn Holistic,4.7,26.0,minced
678,30.63,9.0,evanger's signature series slow cooked chicken stew grain-free ,Evanger's,Evanger's,3.7,15.0,stew
679,30.00,9.9,"solid gold love at first bark chicken,potatoes & apples puppy recipe grain-free ",Solid Gold,Solid Gold,5.0,1.0,pate
680,59.88,9.75,k9 natural grass-fed beef feast grain-free ,K9 Natural,K9 Natural,5.0,1.0,pate
681,56.28,9.375,lotus venison stew grain-free ,Lotus,Lotus,4.2,4.0,stew
682,34.48,8.7,royal canin urban life puppy ,Royal Canin,Royal Canin,,,pate
683,26.13,9.899999999999999,"evolve nature's menu holiday harvest with turkey,duck & cranberries in gravy ",Evolve,Evolve,4.4,12.0,chunks in gravy
684,30.63,9.0,evanger's signature series slow cooked turkey stew grain-free ,Evanger's,Evanger's,3.6,10.0,stew
685,27.99,9.75,under the sun grain-free salmon formula ,Under the Sun,Under the Sun,4.6,5.0,pate
686,44.28,9.899999999999999,go! daily defence chicken stew ,Go!,Go!,5.0,8.0,stew
687,25.08,2.625,castor & pollux organix tiny feasts grain-free organic turkey & potato stew dog food trays,Castor & Pollux,Castor & Pollux,,,stew
688,24.96,7.0,whole earth farms small breed recipe lamb dinner grain-free ,Whole Earth Farms,Whole Earth Farms,4.0,4.0,stew
689,35.99,9.0,newman's own organics grain-free premium beef liver & vegetable stew ,Newman's Own Organics,Newman's Own Organics,4.0,4.0,stew
690,33.48,9.75,redbarn naturals ocean fish pate healthy weight grain-free ,Redbarn,Redbarn,4.3,3.0,pate
691,51.48,9.375,lotus wholesome turkey stew grain-free ,Lotus,Lotus,4.1,9.0,stew
692,40.92,9.0,tiki dog gourmet carnivore chicken with duck grain-free ,Tiki Dog,Tiki Dog,4.0,4.0,sliced
693,29.88,9.75,redbarn naturals lamb stew grain-free ,Redbarn,Redbarn,4.7,3.0,stew
694,33.48,9.75,redbarn naturals lamb pate skin & coat grain-free ,Redbarn,Redbarn,5.0,5.0,pate
695,51.48,9.375,lotus wholesome chicken & asparagus stew grain-free ,Lotus,Lotus,3.6,14.0,stew
696,35.99,9.75,petkind that's it! wild salmon grain-free ,PetKind,PetKind,4.5,11.0,pate
697,35.55,9.0,evanger's signature series slow cooked lamb stew grain-free ,Evanger's,Evanger's,4.0,11.0,stew
698,25.08,2.625,"castor & pollux organix tiny feasts organic chicken,quinoa & carrot stew dog food trays",Castor & Pollux,Castor & Pollux,,,stew
699,39.48,9.75,petkind that's it! beef tripe grain-free ,PetKind,PetKind,4.6,5.0,pate
700,33.99,4.5,"wellness petite entrees shredded medley with roasted chicken,duck,peas & carrots grain-free wet dog food",Wellness,Wellness,4.5,8.0,shredded
701,59.88,9.375,caru real turkey stew grain-free wet dog food,Caru,Caru,4.8,9.0,stew
702,18.46,9.9,pedigree chopped ground dinner filet mignon & bacon flavor ,Pedigree,Pedigree,4.0,3.0,minced
703,70.68,9.375,lotus just juicy beef shank stew grain-free ,Lotus,Lotus,4.9,9.0,stew
704,24.19,9.899999999999999,hi-tor veterinary select neo diet ,HI-TOR,HI-TOR,3.9,7.0,pate
705,45.24,10.5,tiki dog kohala luau ahi tuna & chicken on brown rice with tiger prawns ,Tiki Dog,Tiki Dog,5.0,2.0,shredded
706,10.80,3.17,purina bella with chicken & liver in savory juices small breed dog food trays,Purina Bella,Purina,,,pate
707,34.99,0.3125,tender & true organic chicken & liver recipe grain- free ,Tender & True,Tender & True,5.0,1.0,pate
708,37.08,9.149999999999999,kasiks wild coho salmon formula grain-free ,KASIKS,KASIKS,4.5,4.0,pate
709,59.88,9.375,lotus just juicy pork shoulder stew grain-free ,Lotus,Lotus,5.0,5.0,stew
710,44.28,9.899999999999999,"go! fit + free grain-free chicken,turkey & duck stew ",Go!,Go!,4.4,8.0,stew
711,32.99,9.38,"blue buffalo colorado roast with lamb,peas & apples grain-free ",Blue Buffalo,Blue Buffalo,,,chunks in gravy
712,18.99,8.25,mighty dog chicken & smoked bacon combo ,Mighty Dog,Mighty Dog,5.0,2.0,minced
713,48.96,10.5,weruva that's my jam! with chicken & lamb in gelee grain-free ,Weruva,Weruva,4.5,6.0,aspic / gelee
714,27.49,9.75,avoderm natural original formula ,AvoDerm,AvoDerm,5.0,6.0,pate
715,26.99,11.25,dave's pet food grain-free duck & sweet potato recipe ,Dave's Pet Food,Dave's Pet Food,4.1,9.0,pate
716,19.15,11.73,purina one smartblend true instinct classic ground with real game bird dog food,Purina ONE,Purina,,,ground
717,12.99,3.29,triumph meals of victory with venison in savory juices dog food trays,Triumph,Triumph,4.0,1.0,bits in broth
718,24.96,7.0,whole earth farms small breed recipe duck dinner grain-free ,Whole Earth Farms,Whole Earth Farms,,,stew
719,20.16,9.9,"pedigree homestyle meals prime rib,rice & vegetable flavor in gravy ",Pedigree,Pedigree,,,chunks in gravy
720,30.89,9.375,avoderm natural grain-free revolving menu turkey recipe adult & puppy ,AvoDerm,AvoDerm,5.0,2.0,pate
721,54.99,7.5,"wellness trufood tasty pairings with carrots,salmon & cod grain-free dog food trays",Wellness,Wellness,4.0,3.0,"minced, shredded"
722,38.79,0,"wysong epigen duck formula grain-free canned  dog,cat & ferret food,13-oz,case 12",Wysong,Wysong,4.2,15.0,pate
723,39.33,10.350000000000001,addiction grain-free king salmon & potatoes entree ,Addiction,Addiction,5.0,4.0,pate
724,28.99,9.899999999999999,petguard vegetarian feast dinner ,PetGuard,PetGuard,4.2,11.0,pate
725,19.70,5.0,"purina beneful chopped blends with chicken,carrots,peas & wild rice wet dog food,10-oz container,case of 8",Purina Beneful,Purina,,,chunks in gravy
726,13.48,9.9,pedigree homestyle meals hearty chicken & vegetable flavor in gravy ,Pedigree,Pedigree,,,chunks in gravy
727,34.68,9.600000000000001,party animal cocolicious organic chicken & turkey recipe grain-free ,Party Animal,Party Animal,5.0,24.0,pate
728,23.98,9.375,dogswell livefree lamb stew grain-free adult ,Dogswell,Dogswell,5.0,1.0,stew
729,10.80,3.17,purina bella with beef & smoked bacon in savory juices small breed dog food trays,Purina Bella,Purina,,,pate
730,17.21,2.0999999999999996,tiki dog pipeline luau ahi tuna on brown rice ,Tiki Dog,Tiki Dog,4.0,12.0,shredded
731,28.79,9.0,newman's own organics grain-free liver ,Newman's Own Organics,Newman's Own Organics,4.6,16.0,pate
732,16.99,9.899999999999999,triumph grain-free turkey & sweet potato stew ,Triumph,Triumph,4.9,9.0,pate
733,39.48,9.75,petkind that's it! lamb tripe grain-free ,PetKind,PetKind,4.5,4.0,pate
734,53.12,20.4,royal canin veterinary diet development puppy ,Royal Canin Veterinary Diet,Royal Canin,4.9,7.0,pate
735,15.99,4.875,i and love and you beef booyah & lambarama stew grain-free combo pack ,I and Love and You,I and Love and You,,,stew
736,30.50,9.524999999999999,"castor & pollux organix grain-free organic turkey,carrot & potato recipe adult ",Castor & Pollux,Castor & Pollux,4.4,5.0,pate
737,24.96,7.0,whole earth farms small breed recipe chicken dinner grain-free ,Whole Earth Farms,Whole Earth Farms,3.7,3.0,stew
738,25.99,9.75,"dave's pet food grain-free chicken,sweet potato & quinoa recipe ",Dave's Pet Food,Dave's Pet Food,4.8,4.0,pate
739,26.08,9.899999999999999,evolve turkey formula ,Evolve,Evolve,5.0,8.0,pate
740,25.67,9.899999999999999,petguard chicken stew in gravy ,PetGuard,PetGuard,4.2,8.0,pate
741,32.99,9.375,blue buffalo texas bbq with beef & yukon gold potatoes grain-free ,Blue Buffalo,Blue Buffalo,5.0,1.0,chunks in gravy
742,31.08,9.75,dave's pet food stewlicious grain-free fisherman stew ,Dave's Pet Food,Dave's Pet Food,5.0,3.0,stew
743,23.88,9.75,chicken soup for the soul beef & legumes stew grain-free ,Chicken Soup,Chicken Soup,4.8,4.0,pate
744,58.99,9.0,"wellness core chunky centers with lamb,turkey & kale grain-free wet dog food",Wellness,Wellness,5.0,1.0,"pate, chunks in gravy"
745,38.75,9.0,evanger's grain-free hand packed catch of the day ,Evanger's,Evanger's,4.1,16.0,chunks in gravy
746,30.50,9.524999999999999,castor & pollux organix grain-free organic chicken & potato recipe adult ,Castor & Pollux,Castor & Pollux,4.7,3.0,pate
747,23.88,9.75,chicken soup for the soul chicken & duck stew grain-free ,Chicken Soup,Chicken Soup,,,pate
748,34.68,9.600000000000001,party animal cocolicious 95% wholesome duck grain-free ,Party Animal,Party Animal,4.7,10.0,pate
749,59.88,9.375,caru real chicken stew grain-free wet dog food,Caru,Caru,4.4,11.0,stew
750,20.28,9.899999999999999,evolve nature's menu chicken & pasta dinner in gravy ,Evolve,Evolve,,,chunks in gravy
751,31.48,9.75,hound & gatos salmon & lamb liver formula grain-free ,Hound & Gatos,Hound & Gatos,4.5,11.0,pate
752,28.68,9.899999999999999,health extension grain-free chunky chicken stew ,Health Extension,Health Extension,4.5,4.0,stew
753,54.99,7.5,"wellness trufood tasty pairings with green beans,beef & lamb liver grain-free dog food trays",Wellness,Wellness,5.0,2.0,"minced, shredded"
754,26.08,9.899999999999999,evolve chicken formula ,Evolve,Evolve,4.6,11.0,pate
755,21.99,4.0,blue buffalo earth's essentials pacific feast salmon & lentil in gravy recipe dog food trays,Blue Buffalo,Blue Buffalo,3.7,3.0,chunks in gravy
756,16.80,5.25,"cesar home delights scramble with turkey,spinach and cheese dog food trays",Cesar,Cesar,,,chunks in gravy
757,34.65,9.75,canine caviar 97% salmon grain-free  supplement,Canine Caviar,Canine Caviar,2.6,14.0,pate
758,34.68,9.600000000000001,party animal cocolicious tender pork & lamb recipe grain-free ,Party Animal,Party Animal,5.0,2.0,pate
759,33.48,9.75,redbarn naturals turkey pate healthy digestion grain-free ,Redbarn,Redbarn,5.0,4.0,pate
760,29.99,9.524999999999999,newman's own organics grain-free 95% turkey & liver dinner ,Newman's Own Organics,Newman's Own Organics,4.8,12.0,pate
761,45.48,10.5,weruva marbella paella with mackerel & pumpkin in aspic grain-free ,Weruva,Weruva,4.6,10.0,aspic / gelee
762,28.39,9.75,avoderm natural rice & chicken formula weight control ,AvoDerm,AvoDerm,4.5,6.0,pate
763,35.99,9.75,"hound & gatos lamb,chicken & salmon formula grain-free ",Hound & Gatos,Hound & Gatos,4.9,8.0,pate
764,27.47,9.75,under the sun grain-free duck formula ,Under the Sun,Under the Sun,4.9,9.0,pate
765,17.44,5.0,purina pro plan savory meals grilled ocean whitefish entree with brown rice wet dog food,Purina Pro Plan,Purina,5.0,3.0,grilled
766,12.98,3.9749999999999996,variety pet foods mixables beef lovers variety pack dog food pouches,Variety Pet Foods,Variety Pet Foods,4.8,6.0,chunks in gravy
767,31.50,0,"solid gold sunday sunrise lamb,sweet potato & pea recipe grain-free small & medium breed ,13-oz can,case of 12",Solid Gold,Solid Gold,,,pate
768,26.51,9.75,redbarn naturals chicken stew grain-free ,Redbarn,Redbarn,4.3,6.0,stew
769,39.99,9.0,evanger's grain-free hand packed chunky chicken casserole dinner ,Evanger's,Evanger's,3.9,7.0,chunks in gravy
770,15.99,9.9,pedigree choice cuts in gravy with lamb & vegetables ,Pedigree,Pedigree,,,chunks in gravy
771,15.99,9.899999999999999,"triumph chicken,rice 'n vegetable formula ",Triumph,Triumph,4.6,11.0,pate
772,36.41,9.0,evanger's signature series slow cooked beef stew grain-free ,Evanger's,Evanger's,3.9,10.0,stew
773,33.99,9.75,"castor & pollux natural ultramix chicken,vegetable & brown rice stew adult ",Castor & Pollux,Castor & Pollux,5.0,7.0,stew
774,18.05,2.625,canidae grain-free pure petite terrine style dinner with chicken & peas small breed dog food trays,CANIDAE,CANIDAE,3.0,2.0,pate
775,30.89,9.375,avoderm natural grain-free revolving menu beef recipe adult & puppy ,AvoDerm,AvoDerm,3.8,4.0,pate
776,35.99,9.75,castor & pollux natural ultramix beef & vegetable dinner grain-free adult ,Castor & Pollux,Castor & Pollux,3.3,3.0,stew
777,26.54,9.75,hound & gatos pork formula grain-free ,Hound & Gatos,Hound & Gatos,3.8,11.0,pate
778,33.99,9.524999999999999,petguard organic chicken & vegetable entree ,PetGuard,PetGuard,4.9,8.0,pate
779,21.99,4.0,blue buffalo earth's essentials mountaintop medley lamb & barley in gravy recipe dog food trays,Blue Buffalo,Blue Buffalo,5.0,1.0,chunks in gravy
780,62.16,10.32,ziwi peak tripe & lamb ,Ziwi,Ziwi,5.0,2.0,pate
781,54.99,7.5,"wellness trufood tasty pairings with pumpkin,lamb & duck grain-free dog food trays",Wellness,Wellness,5.0,4.0,"minced, shredded"
782,38.79,9.75,"wysong epigen turkey formula grain-free canned  dog,cat & ferret food",Wysong,Wysong,4.4,9.0,pate
783,19.40,8.25,mighty dog porterhouse steak flavor in gravy ,Mighty Dog,Mighty Dog,4.5,2.0,chunks in gravy
784,51.48,9.375,lotus wholesome beef & asparagus stew grain-free ,Lotus,Lotus,4.8,8.0,stew
785,39.48,9.75,petkind that's it! venison tripe formula grain-free ,PetKind,PetKind,4.1,15.0,pate
786,33.99,9.899999999999999,"castor & pollux natural ultramix duck & venison,green beans with minnesota wild rice entree adult ",Castor & Pollux,Castor & Pollux,4.5,11.0,stew
787,28.68,9.899999999999999,precise holistic complete beef with vegetables formula in gravy grain-free ,Precise Holistic Complete,Precise Holistic Complete,4.5,8.0,pate
788,14.99,4.5,"purina beneful incredibites with salmon,tomatoes,carrots & wild rice ",Purina Beneful,Purina,,,chunks in gravy
789,16.80,5.25,cesar home delights country stew with vegetables dog food trays,Cesar,Cesar,5.0,5.0,pate
790,31.08,9.75,dave's pet food stewlicious grain-free hearty beef stew ,Dave's Pet Food,Dave's Pet Food,5.0,4.0,stew
791,35.76,0,"weruva dogs in the kitchen goldie lox with chicken & wild caught salmon au jus grain-free ,10-oz can,case of 12",Weruva,Weruva,4.5,4.0,bits in broth
792,54.99,7.5,"wellness trufood tasty pairings with chicken,carrots & duck grain-free dog food trays",Wellness,Wellness,4.9,7.0,"minced, shredded"
793,19.99,9.899999999999999,dave's pet food naturally healthy beef & rice recipe ,Dave's Pet Food,Dave's Pet Food,4.4,9.0,pate
794,44.28,9.899999999999999,go! sensitivity + shine grain-free duck pate formula ,Go!,Go!,4.5,8.0,pate
795,25.08,2.625,castor & pollux organix tiny feasts grain-free organic chicken recipe dog food trays,Castor & Pollux,Castor & Pollux,5.0,2.0,pate
796,18.05,2.625,canidae grain-free pure petite cacciatore style dinner with lamb & carrots in sauce small breed dog food trays,CANIDAE,CANIDAE,5.0,1.0,chunks in gravy
797,13.49,3.9749999999999996,variety pet foods mixables poultry lovers variety pack dog food pouches,Variety Pet Foods,Variety Pet Foods,4.4,5.0,chunks in gravy
798,28.91,9.75,redbarn naturals chicken pate joint health grain-free ,Redbarn,Redbarn,5.0,2.0,pate
799,54.99,7.5,"wellness trufood tasty pairings with chicken,green beans & chicken liver grain-free dog food trays",Wellness,Wellness,4.4,7.0,"minced, shredded"
800,28.99,9.899999999999999,precise naturals chicken & rice foundation formula ,Precise Naturals,Precise Naturals,4.8,5.0,pate
801,35.88,9.375,caru daily dish chicken stew grain-free wet dog food,Caru,Caru,3.8,6.0,stew
802,35.88,9.375,caru daily dish beef with chicken stew grain-free wet dog food,Caru,Caru,5.0,3.0,stew
803,34.68,9.600000000000001,party animal cocolicious 95% wholesome pork grain-free ,Party Animal,Party Animal,4.6,5.0,pate
804,34.68,9.600000000000001,party animal cocolicious 95% organic beef grain-free ,Party Animal,Party Animal,4.2,10.0,pate
805,40.07,9.0,evanger's grain-free chicken canned dog & cat food,Evanger's,Evanger's,4.5,21.0,pate
806,22.99,4.125,halo turkey & chickpea recipe grain-free small breed ,Halo,Halo,4.8,21.0,shredded
807,30.11,9.75,hound & gatos beef formula grain-free ,Hound & Gatos,Hound & Gatos,4.5,10.0,pate
808,18.22,8.25,mighty dog thick-sliced chicken dinner in gravy ,Mighty Dog,Mighty Dog,4.0,1.0,chunks in gravy
809,48.87,20.4,royal canin veterinary diet adult ,Royal Canin Veterinary Diet,Royal Canin,4.8,5.0,pate
810,44.28,9.899999999999999,go! sensitivity + shine grain-free freshwater trout & salmon pate formula ,Go!,Go!,4.9,15.0,pate
811,29.88,9.75,redbarn naturals beef stew grain-free ,Redbarn,Redbarn,4.8,9.0,stew
812,61.08,9.899999999999999,nature's logic venison feast grain-free ,Nature's Logic,Nature's Logic,4.9,10.0,minced
813,25.99,9.75,dogswell vitality lamb & sweet potato stew recipe grain-free ,Dogswell,Dogswell,5.0,7.0,stew
814,16.80,5.25,cesar home delights new york strip steak flavor with potatoes & summer vegetables dog food trays,Cesar,Cesar,5.0,1.0,pate
815,30.92,9.75,nutrisca grain-free lamb & chickpea stew recipe ,Nutrisca,Nutrisca,4.5,2.0,pate
816,30.89,9.375,avoderm natural grain-free revolving menu lamb recipe adult & puppy ,AvoDerm,AvoDerm,5.0,2.0,pate
817,16.80,5.25,cesar home delights beef with broccoli dog food trays,Cesar,Cesar,4.8,5.0,chunks in gravy
818,42.48,9.899999999999999,nature's logic canine duck & salmon feast grain-free ,Nature's Logic,Nature's Logic,3.9,9.0,minced
819,37.08,9.149999999999999,firstmate salmon formula limited ingredient grain-free ,FirstMate,FirstMate,5.0,1.0,pate
820,21.99,4.0,blue buffalo earth's essentials harvest table chicken & quinoa in gravy recipe dog food trays,Blue Buffalo,Blue Buffalo,,,chunks in gravy
821,14.88,9.9,pedigree homestyle meals hearty beef & vegetable flavor in gravy ,Pedigree,Pedigree,5.0,1.0,chunks in gravy
822,18.99,4.0,"blue buffalo savory lamb stew with potatoes,carrots & peas dog food trays",Blue Buffalo,Blue Buffalo,3.5,2.0,stew
823,10.80,0.198125,purina bella with beef in savory juices small breed dog food trays,Purina Bella,Purina,5.0,1.0,pate
824,23.88,9.75,chicken soup for the soul turkey & salmon stew grain-free ,Chicken Soup,Chicken Soup,4.8,4.0,pate
825,33.60,9.75,"wysong epigen chicken formula grain-free canned  dog,cat & ferret food",Wysong,Wysong,4.1,15.0,pate
826,42.45,9.899999999999999,halo holistic beef recipe senior ,Halo,Halo,4.5,11.0,pate
827,8.38,2.625,"cesar classics filet mignon flavor in meaty juices dog food trays,3.5-oz,pack of 12",Cesar,Cesar,,,pate
828,16.80,5.25,cesar home delights grilled ribeye steak flavor with potatoes & vegetables dog food trays,Cesar,Cesar,5.0,1.0,pate
829,58.99,9.0,"wellness core chunky centers with turkey,duck & white sweet potato grain-free wet dog food",Wellness,Wellness,4.7,3.0,"pate, chunks in gravy"
830,37.99,9.899999999999999,castor & pollux natural ultramix minced chicken & bacon with fresh tomatoes entree grain-free adult ,Castor & Pollux,Castor & Pollux,5.0,8.0,stew
831,33.99,9.75,nutrisca grain-free turkey & chickpea stew recipe ,Nutrisca,Nutrisca,4.7,17.0,stew
832,30.50,9.524999999999999,"castor & pollux organix organic turkey,carrot & potato recipe adult ",Castor & Pollux,Castor & Pollux,4.1,14.0,pate
833,16.80,5.25,cesar home delights sausage flavor with egg and cheese dog food trays,Cesar,Cesar,1.0,2.0,chunks in gravy
834,28.68,9.899999999999999,health extension grain-free savory beef stew ,Health Extension,Health Extension,5.0,2.0,stew
835,31.50,0,"solid gold leaping waters chicken,salmon & vegetable recipe grain-free small & medium breed ,13-oz can,case of 12",Solid Gold,Solid Gold,5.0,3.0,pate
836,34.68,9.75,party animal kickin' chicken recipe grain-free ,Party Animal,Party Animal,4.9,8.0,pate
837,34.99,9.75,holistic select duck pate recipe grain-free ,Holistic Select,Holistic Select,4.4,9.0,pate
838,24.96,7.0,whole earth farms small breed recipe beef dinner grain-free ,Whole Earth Farms,Whole Earth Farms,5.0,1.0,pate
839,18.05,2.625,canidae grain-free pure petite pottage style dinner with duck & pumpkin in broth small breed dog food trays,CANIDAE,CANIDAE,5.0,1.0,minced
840,40.60,5.25,royal canin starter mousse mother & babydog birth program dog food trays,Royal Canin,Royal Canin,4.9,9.0,pate
841,10.80,0.198125,purina bella porterhouse steak flavor in savory juices small breed dog food trays,Purina Bella,Purina,5.0,2.0,pate
842,10.98,2.25,variety pet foods mixables variety pack dog food pouches,Variety Pet Foods,Variety Pet Foods,,,chunks in gravy
843,17.88,0,"solid gold leaping waters chicken,salmon & vegetable recipe in gravy grain-free small & medium breed dog food cups,3.5-oz cup,case of 12",Solid Gold,Solid Gold,4.4,5.0,chunks in gravy
844,30.00,9.899999999999999,solid gold star chaser chicken & brown rice recipe with vegetables ,Solid Gold,Solid Gold,3.8,11.0,pate
845,59.88,9.375,caru real beef stew grain-free wet dog food,Caru,Caru,4.5,13.0,stew
846,30.99,9.524999999999999,newman's own organics chicken formula ,Newman's Own Organics,Newman's Own Organics,4.7,14.0,pate
847,23.88,9.75,chicken soup for the soul limited ingredient diet lamb & lentils recipe grain-free ,Chicken Soup,Chicken Soup,4.4,8.0,pate
848,34.68,9.75,party animal chillin' chicken grain-free recipe ,Party Animal,Party Animal,4.6,7.0,pate
849,33.69,9.75,party animal california turkey recipe ,Party Animal,Party Animal,5.0,4.0,pate
850,37.08,9.149999999999999,firstmate turkey formula limited ingredient grain-free ,FirstMate,FirstMate,4.8,4.0,pate
851,54.03,10.350000000000001,addiction new zealand venison & apples entree grain-free ,Addiction,Addiction,5.0,5.0,pate
852,15.99,5.675,i and love and you cluckin' good & gobble it up stew grain-free combo pack ,I and Love and You,I and Love and You,,,stew
853,38.66,5.25,nutro ultra protein boost turkey pate dog food trays,Nutro Ultra,Nutro,5.0,1.0,pate
854,76.56,10.3125,ziwi peak rabbit & lamb recipe ,Ziwi,Ziwi,4.9,16.0,pate
855,25.08,9.75,i and love and you lambarama stew grain-free ,I and Love and You,I and Love and You,4.5,4.0,stew
856,33.42,9.75,party animal luscious lamb recipe grain-free ,Party Animal,Party Animal,5.0,6.0,pate
857,37.49,9.375,wellness core 95% grain-free turkey & spinach ,Wellness,Wellness,5.0,2.0,pate
858,8.00,3.5,"pedigree chopped ground dinner beef,bacon & cheese flavors wet dog food",Pedigree,Pedigree,4.5,2.0,minced
859,25.08,9.75,i and love and you gobble it up stew grain-free ,I and Love and You,I and Love and You,4.8,9.0,stew
860,29.88,9.75,redbarn naturals steak & egg stew grain-free ,Redbarn,Redbarn,4.8,12.0,stew
861,16.80,5.25,cesar home delights cheesy chicken pasta dinner dog food trays,Cesar,Cesar,4.0,1.0,pate
862,35.99,9.0,"newman's own organics grain-free premium lamb,liver & vegetable stew ",Newman's Own Organics,Newman's Own Organics,3.7,6.0,stew
863,20.99,9.75,purina one smartblend true instinct classic ground with real chicken & duck ,Purina ONE,Purina,5.0,1.0,pate
864,27.99,9.75,under the sun grain-free puppy chicken formula ,Under the Sun,Under the Sun,3.0,3.0,pate
865,16.80,5.25,cesar classics pate with chicken & veal dog food trays,Cesar,Cesar,5.0,1.0,pate
866,22.55,9.600000000000001,evanger's classic recipes puppy ,Evanger's,Evanger's,4.6,22.0,pate
867,34.65,9.75,canine caviar 97% lamb grain-free  supplement,Canine Caviar,Canine Caviar,5.0,6.0,pate
868,26.99,9.75,"canidae life stages chicken,duck & lentils formula large breed puppy ",CANIDAE,CANIDAE,4.5,11.0,pate
869,38.16,4.5,instinct by nature's variety small breed grain-free real beef recipe wet ,Instinct,Instinct,4.6,5.0,pate
870,28.99,9.375,blue buffalo santa stew holiday feast grain-free ,Blue Buffalo,Blue Buffalo,5.0,2.0,stew
871,61.67,9.75,"ziwi peak daily-dog cuisine lamb,venison & tripe grain-free ",Ziwi,Ziwi,4.5,11.0,pate
872,8.00,3.5,pedigree chopped ground dinner bacon & filet mignon flavor wet dog food,Pedigree,Pedigree,,,minced
873,54.03,10.350000000000001,addiction new zealand brushtail & vegetables entree grain-free ,Addiction,Addiction,4.9,13.0,pate
874,16.68,2.625,"solid gold mighty mini lamb,sweet potato & cranberry toy & small breed recipe grain-free dog food trays",Solid Gold,Solid Gold,,,pate
875,58.99,9.0,"wellness core chunky centers with beef,lamb & white sweet potato grain-free wet dog food",Wellness,Wellness,4.7,7.0,"pate, chunks in gravy"
876,16.80,5.25,cesar gourmet filets in sauce new york strip dog food trays,Cesar,Cesar,4.7,3.0,chunks in gravy
877,55.92,0.859375,ziwi peak mackerel & lamb recipe ,Ziwi,Ziwi,5.0,3.0,pate
878,18.99,4.0,"blue buffalo hearty beef stew with potatoes,carrots & peas dog food trays",Blue Buffalo,Blue Buffalo,,,stew
879,9.49,3.5,pedigree choice cuts grilled chicken flavor in sauce wet dog food,Pedigree,Pedigree,5.0,2.0,chunks in gravy
880,25.08,9.75,i and love and you moo moo venison stew grain-free ,I and Love and You,I and Love and You,5.0,3.0,stew
881,54.49,9.0,wellness core grain-free 95% turkey with spinach ,Wellness,Wellness,4.1,7.0,pate
882,34.79,9.75,"wysong epigen salmon formula grain-free canned  dog,cat & ferret food",Wysong,Wysong,4.4,8.0,pate
883,30.96,8.25,health extension duck entree with sweet potatoes grain-free ,Health Extension,Health Extension,4.3,11.0,pate
884,21.96,4.125,halo chicken & chickpea recipe grain-free small breed ,Halo,Halo,4.3,18.0,shredded
885,18.99,4.0,blue buffalo roast turkey dinner with wild rice & peas dog food trays,Blue Buffalo,Blue Buffalo,4.0,1.0,stew
886,8.99,3.5,"pedigree choice cuts in gravy beef,noodles & vegetables flavor in sauce wet dog food",Pedigree,Pedigree,5.0,1.0,chunks in gravy
887,16.80,5.25,cesar home delights harvest potluck with turkey dog food trays,Cesar,Cesar,3.4,5.0,pate
888,16.80,5.25,cesar savory delights porterhouse steak dog food trays,Cesar,Cesar,5.0,3.0,pate
889,38.64,5.25,nutro ultra protein boost chicken pate dog food trays,Nutro Ultra,Nutro,5.0,2.0,pate
890,37.89,9.0,evanger's grain-free beef canned dog & cat food,Evanger's,Evanger's,4.0,20.0,pate
891,47.63,9.0,evanger's grain-free duck canned dog & cat food,Evanger's,Evanger's,3.8,19.0,pate
892,23.16,16.5,pedigree choice cuts in gravy with beef & liver ,Pedigree,Pedigree,,,chunks in gravy
893,18.05,2.625,canidae grain-free pure petite fricassee style dinner with turkey & green beans in sauce small breed dog food trays,CANIDAE,CANIDAE,5.0,2.0,chunks in gravy
894,26.99,9.375,blue buffalo chunky stew lamb dinner in hearty gravy grain-free ,Blue Buffalo,Blue Buffalo,4.8,6.0,stew
895,14.88,9.9,"pedigree homestyle meals  roasted chicken,rice & vegetable flavor in gravy ",Pedigree,Pedigree,5.0,1.0,chunks in gravy
896,28.99,9.75,"dave's pet food stewlicious grain-free chunky turkey,sweet potato & cranberry stew ",Dave's Pet Food,Dave's Pet Food,5.0,2.0,stew
897,16.80,5.25,cesar puppy with lamb & rice dog food trays,Cesar,Cesar,5.0,11.0,pate
898,26.99,9.375,blue buffalo chunky stew chicken dinner in hearty gravy grain-free ,Blue Buffalo,Blue Buffalo,4.0,4.0,stew
899,39.48,9.75,petkind tripett green beef tripe & venison grain-free ,PetKind,PetKind,4.8,31.0,pate
900,29.69,9.375,hill's ideal balance slow-cooked beef & zucchini stew ,Hill's Ideal Balance,Hill's,5.0,2.0,stew
901,26.99,9.375,blue buffalo chunky stew turkey dinner in hearty gravy grain-free ,Blue Buffalo,Blue Buffalo,4.9,7.0,stew
902,16.80,5.25,cesar classics pate with chicken & beef dog food trays,Cesar,Cesar,5.0,1.0,pate
903,16.80,5.25,cesar home delights pot roast dog food trays,Cesar,Cesar,4.8,8.0,chunks in gravy
904,49.72,20.4,royal canin veterinary diet weight control ,Royal Canin Veterinary Diet,Royal Canin,3.4,5.0,pate
905,32.64,4.8,instinct by nature's variety grain-free duck formula ,Instinct,Instinct,4.6,24.0,pate
906,35.28,9.899999999999999,nature's logic sardine feast grain-free ,Nature's Logic,Nature's Logic,4.7,17.0,minced
907,24.19,9.899999999999999,hi-tor veterinary select eno diet ,HI-TOR,HI-TOR,4.4,9.0,pate
