,pos_review_content
474,"I purchased this to give my dog a variety of food. I also feed her the duck, fish and beef of Wild Calling.  I found the consistency of this food to be almost identical to the beef. It is extremely smooth mousse but firm.  I put my food in the refrigerator because I think it helps the consistency.  The"
475,She loved this food the first time I fed it to her!! Nature's Recipe discontinued the tuna and ocean fish flavor and am so happy to find this product. She has allergies and can only eat salmon or any other fish products. I love the texture and you can definitely see the salmon chunks!!
476,"I have 2 rescue terriers. 1 has diabetes and the other severe allergies.  After many failed attempts, this is the food that they can both eat and LOVE.  it's been such a relief to discover Nutrisca!"
477,"I have tried many, many different types of dog food over the years. Chloe is very picky about what she will eat. She likes several Weruva  products but not like this one . She devours it and licks her plate clean! So relieved to find a high quality, healthy, lower fat product she loves"
478,"I have a 13 y.o. Beagle with IBS and 7 m.o. Chihuahua mix rescued puppy with tendency to diarrhea. I cannot tell you how many different brands and flavors I have tried. None of them agreed with my dogs stomachs and were liked by them as much as Lamburgini! They both are crazy about this food, lick their"
479,"My  dog is very picky and wants only human food, but topping his regular dog food with Evanger's Buffalo seems to stimulate his appetite and he eats it readily along with his regular food. It's
great !!"
480,My dogs love this food. I have a Pitbull mix that's a vegetarian and she loves this food.
481,Cubby loves this meal and I do too because it is so easy to keep and serve. I'll be trying others in this line of pouches.
482,I really like the 5oz cans of this for my dogs. They love a little something mixed into their dry food so I split one small can amongst their 3 bowls of kibble and they now always gobble up their food instead of leaving it there for hours.
483,"Due to my dog's mainly yeast triggered itching, was looking for a non- kibble gf 1 ingredient food with a low fat percentage. This Canine Caviar Goat fits that bill better than anything else I found. I've noticed after just a week without any yeast-feeding potatoes, she's scratching much less already"
484,Love this product and would have given you 5 stars but for so many damaged cans. I was surprised to find over a quarter of the case were badly squished. Have sent photos to Customer Service.
485,"I mostly feed this to my cats. They are older and one has too many digestive problems with other cat foods, I had to take them off of Blue Buffalo. I still feed them kibble (Merrick) for vitamin and mineral supplement. My dog has a spoonful on top of her food, she eats that with her Blue Buffalo as a"
486,"The French rabbits are one of his favorite flavors. The consistency of the product is itself good. 

 However, there is a substantial amount of liquid included with the meat. When you drain it through cheesecloth and press it as you would cheese. You definitely are not getting that 13.2 ounces of product"
487,"My pups luv Ziwipeak!! The ingredients are of the highest quality!! Everything fresh, no by products or undesirable ingredients like carrageenan or tripolyphosphates just to name a few!! BPA free cans!! Won't feed my pups any other canned food!! It is a great addition to their rotational diet of kibble"
488,"I love this company, no long list of ingredients on the label that don't survive the cooking process. I supplement their raw diet with this and their kibble Just for my ease of meal prep. Dogs love it so much they would open th can if they could. My Shepard has severe food allergies and this food is "
489,"My picky seniors like Dave's food, and especially the chicken & rice recipe.  I'm glad I discovered this line of food at Chewy's."
490,"Dogs liked the change, they like something different sometimes & this was like a treat for them. I usually use the Chicken,***** Mashed Potatoes & Gravy are good but you wouldn't want them every day after a while. Huh!!!!! ?"
491,This is the only product that camouflages my sick dog's pills. Unlike cheese or pill pockets she does not tire of them so we do not have to force them down. Makes the process much more pleasant for both of us. 4 months and counting!!
492,"The container is easy to open, use and dispose of and my dog simply loves this food--no leftovers ever."
493,My dog loves the Halo products and it is healthy for her.
494,Started my 16yr old Mini Schnauzer a few weeks ago. He really likes it and I mix it with the same brand of dry food. Got this to see if it would help him urinate less and with ease. So far so good.
495,What I like most about this product is that its a stew. Other canned foods look and smell disgusting. This one you can actually see the chunks of meat and all of the vegetables.
496,"My pit-mix loves this food. She had been on Fromm for several years. When Fromm discontinued working with Chewy, we gave this a try and no longer look for Fromm products."
497,"Mom has fed dry Nutro Ultra to her Chesapeake and Lab girls for several years with good results heath wise, and recently added a little of this canned to her Lab's diet after her Chessie passed away at age 13, and her Lab girl didn't want to eat. She has regained her appetite with the addition of the"
498,Chewy.com is a great place to buy food. Wild Calling dog food is a great product. I would highly recommend.
499,"Chewy.Com has been wonderful so far getting the product I need for our dog. A lot of time the store I normally purchase only carries a certain amount, which therefore makes us have to make several trips then to get the amount. Also pricing is much better to. Thank you Chewy if I wouldn't see your ad "
500,"We have been using Evander for several years now.  It was excellent, very pure.  I lowered the rating to a 4 due to the recent batches.  For about 4 months now, the fat in the can is excessive.  I know Lamb is high in fat but it never used to be in the cans like this"
501,"I know that this product is more expensive than most, but it has certainly been worth it. Mackenzie was very sick and not eating. I thought I'd try Weruva, as I feed it to my 2 cats. She dances when she sees it coming and licks the bowl clean! It is very high quality food."
502,"I have one dog with acid reflux. I feed her half this and half of a regular beef canned food. This stopped her problem cold. My other dog will skip meals on occasion. Normally, that's not such a big deal for dogs - but when SHE skips a meal she gets sick and vomits up bile. The Green Bison Tripe ""cured"
503,This seems to be a really excellent product and doesn't give any nonsense about being grain free. Most dogs don't need a grain free food but it's the latest selling hype. Forget it. This is good stuff. Look online for independent reviews and you find good ones for this brand.
504,All Natures Variety Instinct cans except the Venison formula have a lot of fluid in the can which is actually broth and very healthy. It's simply necessary to mix the food together before pouring it out of the can. We love the food because of that and because of the high quality ingredients. We rotate
505,"My very picky and sensitive Irish Setter likes this Stew, however he seems to have some stomach upset the next day. I also supplement him with dry dog food, Salmon Castor & Pollex that he also loves. Allergic to Chicken and other things, I have a hard time with his canned food, price wise to me and  "
506,ZiwiPeak Daily-Dog Beef Cuisine Grain-Free Canned Dog Food is great my dogs love it. As soon as they hear the can they come to the food bowl and wait.
507,Tried this brand and flavor while my dog was recovering from a stomach issue after discovering he had a chicken and beef intolerance.  The whitefish and sweet potato is perfect for him and causes no issues.  Quality is good and price is reasonable.  We travel frequently so I make sure we have plenty 
508,I'm trying one more pate fish based canned along with Dave's which I feed 90% of the time.  I try to keep one other in the mix in case I have to switch for any reason.  I had used Canidae's fish but it has been OS for a good while.  I tried others but were not paté and my SP liked them less with gravy
509,"My boy just loved this food, a little mixed in with his kibbles and he is back to looking forward to meal time"
510,"finally a wet dog food without rice and potatoes, in the process of treating my dog for a yeast infection in her gut, i have tried so many things through chewy that have not worked and chewy allowed me to trial and error their products. they refunded every order i was unhappy with and we were able to"
511,"What's not to like?! Ordering was simple, it arrived the next day, Jesse is happy and so are her people."
512,"My dog loves this stuff!! It is rather expensive because it is made in a human-grade facility and is GMO-free, grain-free, gluten-free, carrageenan free, and BPA free.  I thought I would try another brand....it just made my dog's colitis and acid reflux flare up...so we are back and won't ever switch"
513,My dogs are picky but they love Dave's canned food.  They especially like this flavor
514,"I was skeptical after reading reviews about the sausages, which are more like meatballs, being too big. We have one medium size dog and one larger lab. I cut the meatballs in half for our smaller dog but really don't need to. They both love the taste of this food. Our smaller dog is very picky, so was"
515,"My local pet store stopped carrying Evanger's a couple of months ago, so I was very excited to find it on Chewy AND explore some new flavors for my cats. They mainly eat turkey and chicken based canned food, so I try to supplement their diets with more exotic sources of protein. So far they've been loving"
516,"The smell isn't overwhelming when reheated like the salmon. I only wish it came in the smaller cans, my dogs are little and I always end up giving them a bit too much. Not that they mind."
517,"Am just a new first time buyer and it was so nice having the food delivered instead of having to haul it around and up stairs. Only comment: I know that old product needs to be sold first but this product is quite soupy and not firm like that purchased at pet store. Hopefully, this will improve quickly"
518,"My dog lost her appetite in the last 2 weeks of her gestation due to size of puppies compressing her stomach. I was at a loss on what would make her keep eating. I took a chance on this and it works. Her mouth literally drooled when I opened up the cans.
Unfortunately this causes food pickiness afterward"
519,"My puppy LOVES this food. We mix it with her dry Nutro food and she always cleans her bowl. Since we have started feeding her Nutro, her coat has gotten shinier and she has gone through a big growth spurt.  I love the quality ingredients and you get great quality for the money."
520,Another great wet food from Merrick! My dogs love all of the Merrick grain free foods. Healthy and delicious!
521,"My dogs love this food, I used it when I ran out of the frozen prepared food and it didn't cause any stomach upset at all and he was happy to eat it!"
522,"I bought this wet food for my yorkie (she normally eats solid gold dry dog food) to mix it with her dry food.  She loves it. Is looks delicioius, it looks like human food, and it smells sooo good. It has chunks of tender chicken in a thick gravy. When she sees me trying to open it, she gets impatient"
523,"Patches cannot wait till I put his dinner down.  
Wellness wet food has always been our choice but 
this one is the winner in my little doggie friends belly....."
524,"My small dog is a huge fan of the Weruva wet foods!  Since her owner has always given her human food, she loves the whole ingredient chicken & salmon/fish varieties.  She recently started protesting her healthy dry food, and so a spoonful of the wet mixed in makes her excited to eat and a small can lasts"
525,I bought this to add to my dog's dry food (same brand) and he loves it. He needed to gain some weight and he looks better after just a few weeks. Cooper looks for his meals now--
526,We refrigerate this to make it easier to slice and then cut up the entire roll and mix it with grain free dry food as needed for our two dogs.  We tried another brand and even when we kept it in the refrigerator it was too soft to cut easily and made a big mess. Dogs love every flavor we have tried so
527,"Gus eats it okay, but not with enthusiasm, so feed it to him in the morning when he is hungriest.  Seems to have the best fish ingredients, small sardines from the north Atlantic would have the least amount of pollution now that wild caught pacific salmon are showing up with radiation from Fukushima."
528,"We have two small, fussy eater dogs. I have tried many, many canned dog foods. Then I read The Whole Dog Journal's approved wet foods list. This wet dog food was on the approved list so I ordered it. Lo and behold, my fussy eaters will eat it! Yahoo!! I would highly recommend this canned wet dog food"
529,"This item is absolutely great, and Mikey loves it very much. He never liked any kind of fish. But to my surprise he gables it down."
530,"Like other reviewers, my 8 year old Chihuahua/mix loved the other brand that stopped making their venison canned food (which I don't understand, but whatever...) My pup has IBD and his Vet prescribed that original brand and he did well on it and he loved it. But he didn't like the other proteins (duck"
531,"All three of my westies have severe food allergies to Chicken, Beef, Turkey you name it there most likely allergic. So when I found Wild Callings Rabbit I decided to give it a shot and they LOVE it. They no longer give me a hard time eating. We also tried the buffalo and great too! No more allergies "
532,My dog loves this product so much he barley eats his Acana dry food. He seems to be thriving well with this addition to his diet.  Many people complained about the smell of this product to the point that I was worried that my family would complain.  But I have found that while this product does smell
533,Sophie loves this one! I think it's her favorite flavor!
534,My dog loves this food. You can see the vegitables and chuncks of meat. I bought it for her to celebrate Christmas and New Year.
535,My 13 year old greyhound had to have most of her teeth removed. She is still healing and is having this canned food the most because she loves it. We use other cans of Evangers and Taste of the Wild Salmon kibbles. This has been her favorite as she is healing.
536,"I am I believe almost ridiculously picky about what my girls eat and it's super hard to find a canned food that meets my criteria. Has to be fish based with only wild caught fish and no other animal proteins, grains or fillers and it cannot contain carrageenan. I have found about 4 on the market so far"
537,Have used evangers for the 3 years of my life and would'nt feed anything else. My groomer got me hooked and am very pleased. First time for  lamb stew. But was very yummy!!!
538,My dog loves this canned food. It actually smells and looks edible.  You can see the chicken and asparagus in it. I bought it for her because she had dental issues and she can eat this easier.
539,"My Josie likes this food a lot, but I may have to take it out of her canned food rotation -- it is so thick and stiff, it is very difficult to get out of the can. I can't not recommend it because it is such a wonderful vegetarian food, but I wish it was a little moister."
540,My Bichons love the canned and dry food. They have have had no problems changing over.
541,I homecook for my dog but every now & then I get busy & don't get to cook some meat/fish for her.  I like to keep these on hand for those times.  I don't trust a lot of pet food brands but this one I do trust.  Hannah loves it too.
542,I am well pleased with Newman's Own canned dog food.  Previously I purchased the liver and beef.  This is my first purchase of the organic liver but I have no doubt that my dog will like it.  It is definitely quality food.
543,"This certainly does have an ingredient list that reads like human-grade food, which was my goal for my dog that developed allergies. (It would be nice for Chewy to put up a picture of the ingredients for this product like they do for others on here.) She definitely likes the flavor, and I mix it with"
544,"My dog  usually eats the Evolve dry food but she had a problem with her  esophagus and the Vet told us she needs to eat canned food for awhile, so we got this a she loves it. I think I might keep mixing dry and wet now that she is better."
545,"My dog loves this canned dog food. Her coat is thicker and shinier since she started eating it some time ago. I mix it with Nature's Variety Instint Limited Ingredient kibble. She'd had to be on prescription dog food, which she'd stopped eating and started losing weight. Then I discovered Hound & Gatos"
546,"My big dog started getting picky about her dry food, and this has been perfect to add in with her dry food to make it extra delicious. One can lasts me 3-4 meals because there's a lot of juice and fish chunks that are easy to mix in, even when it's cold from the fridge. Also, the fish oil is great for"
547,My two dogs both love this food. My Pomeranian is very fussy. She wants a very soft food that I mix with a small amount of her dry food. My lab mix also likes the flavor of this food. I use a smaller amount added to her dry food. Both of my fur baby's are happy.
548,"I love to use this as a topper for my dogs, they currently eat a salmon based protein but being able to add Venison to their diet allows them to not only explore more flavor's but also build their tolerance to red meat. Definitely something to consider if you're trying to add more moisture or want to"
549,I have been feeding my dog canned food mixed with kibble. I have never heard of triumph pet food before i saw it on chewy. I decided to try it after reading the ingredients. The price was affordable as well. My dog ate the rice and vegetable formula quickly. She has never turned down any brand or flavor
550,"So far, my very picky eater will eat this when other canned dog food gets rejected. He's a senior and needs to take pills twice a day with food, so if he won't eat, he doesn't get his meds. I've been resorting to buying Hormel Smoked Ham in small tuna-can size tins. That usually works but isn't peak "
551,"My boxer has been getting Evangers canned food most all of his 8 years. I switch off different flavors. He really loves braised beef chunks, but that's unavailable at this time."
552,"Our 2 large 80-lb. dogs are eager eaters, but our little 12-lb Shitzhu/Maltese mix is very picky.  We wanted a grain-free canned food to add to the grain-free dry food and thought the little one might like Turkey with Chickpea.  OMG, she absolutely LOVES it!!  We use Autoship and switch to Succulent "
553,My dog has been picky with treats and food. He likes to eat the wet cat food and sneaks it when the cats are done eating. He loves this food because it's the same consistency and he happily eats it. He is a pretty picky dog so I give this 5 stars.
554,"Cats liked the flavor, but not the texture, it's a pate, but not a smooth pate."
555,"Our dog was beaten so bad that he has no teeth and his right jaw is not connected. This is the prefect one for him after 10 plus cases of trial and error. I still and will always make his food mushy ! If you do or do not have a rescue dog, try this dog food."
556,"Nutrisca Turkey is the only diet that my Jack Russell can eat. Once I discovered he suffered from allergies, I needed a grain and potato free option. He's been well ever since and just celebrated his 13th birthday."
557,My yorkie LOVES this food and I believe she is getting the proper nutrition she needs. Thank you for a wonderful product!
558,One of our dogs has weak teeth since birth. We mix this with her dry food and she loves it. Great consistency and quality ingredients. Dealing with Chewy is pleasure as well. FAST delivery and free shipping!
559,Our dogs really liked this flavor of food. I liked that it had vegetables in the mix. I feel it is a good quality food for our dogs.
560,My husband and I rescued a dog from I-5 North Coalinga/Avenal rest stop - She was very pregnant - Our two dogs fell in love with her also - She gave birth to 5 very healthy puppies (4 boys and 1 girl).   We have named her Katie and she is such a love - The puppies love the taste of this puppy food although
561,"There are many similar alternatives, but as a topper to kibble, this one is fine.  I picked duck as one option just to add a little variety to my dog's diet.  

Lightning fast delivery.  I have gotten to the point if the dog food is not on Chewie's list, it probably is not going to get to my dogs."
562,I got this to mix in with our new puppy's food and he loves it!  The only reason I am rating it 4 stars instead of 5 is because it is drier and harder to mix in with the kibble than other canidae canned foods.
563,"I have a chi mix, she is very picky. I use this Evangers, and she likes it. This Evangers is all protein, so it has to be mixed with something like Sojo's to be balanced. The label also states it is considered a supplement."
564,We recently adopted a 2 yr old Bulldog with lots of allergies. After a lot of research this canned food is one he can have. We use it to supplement his kibble... he loves it! Gobbles it down and I'm happy to give him something of this quality.
565,"My dog doesn't like treats, biscuits and whatever someone says, ""all dogs like these."" He LOVED this food.  His previous brand gave him rancid gas issues, so we had to switch. This one has solved that problem too. I highly recommend!"
566,"I have 9 cats, some of whom are picky eaters. All of them ate this when offered. I've only fed it once, but it's in the rotation and hopefully they will continue to eat it!"
567,Our 3 dogs just love this food. Turn their noses up at other brands. Worth every penny.
568,This is not a stand alone dog feed according to my vet.  It's to be added to your normal raw or high quality can food as an additional additive.  It's been a great addition to my dogs probiotics for his allergies and scratching.
569,It's hard to find canned food that my pit mix really likes but he absolutely gobbles up the duck and rabbit flavors. Excellent food that is dog approved! Win win!
570,"Evangers canned Duck makes an excellent topper to mix in with the regular Fromm kibble we feed our two dogs. Both the Duck and the Beef flavors our dogs devour their food when this is added. 

It's very fresh, the 6 ounce cans are perfect to split between both dogs meals. The protein level in it seems"
571,They loved it! I loved that it's organic! I mix with dry food that they are not excited about snd they eat everything!
572,"This is a high quality, low fat dog food for my dog with pancreatitis. I like the company because their foods are organic and this one is well tolerated by my lab. Her pancreatitis has been well controlled on this food - that's a winner for me, and her."
573,"My Chihuahua just loves this food
She looks forward to mealtime and circles around in excitement
I really hope they never stop making it"
574,My dogs seem to love the food.  My 12 year old dog is in great shape. He doesn't look like an old dog he doesn't move like an old dog. I attributed that to good food and good treats.  My two-and-a-half-year-old dog is also in great shape. No fat on these dogs. I think the food has a lot to do with it
575,Took my 15 year old mini doxie to my vet and was told this food is fantastic and doing great things for her vitality
576,"My dog loved the wellness core dry food but lately was getting picky and wasn't eating much. I added this in with his wet food and his ate it within seconds!He loved the taste and especially the middle ""chunky"" part!"
577,"My senior dog seems to like this okay right now, but she doesn't seem to want the same thing for long anymore.  She does pick the peas out, however, and lay them on the side of her feeder:)"
578,"Dogswell Vitality was recommended by a vet specialist after my older Bull Terrier was diagnosed with Cushing's disease. He eats everything, but my younger Bullie is very picky with her food and she gobbles her whole bowl now!"
579,I have a Xoloitzcuintle (hairless dog) who has very sensitive skin. He loves this food and I believe it helps keep his hide from getting so dry. I have noticed that I haven't had to moisturize him quite as often.
580,"I am feeding against the grain products to both my dogs and cats; I have very picky eaters, but all six of my animals run to the food bowl and dive in. This is a great product ."
581,"I have two English Bulldogs - the older of my two is a very picky eater. She absolutely LOVES these stews. Not one morsel is left after she finishes eating. Makes me so happy! Love Chewy for their products, prices and service! Amazing!!!!!"
582,"I was looking for a limited ingredient, high quality canned food - both to add to my dogs kibble, and to put his medication in. I purchased the Duck variety. Unfortunately the product is too soupy/runny to hide medication in when first opened up. It does thicken up a bit when placed in the refrigerator"
583,"I had just adopted a 2 1/2 Old English Bulldog who would only pick at his food. When I added this to his dry dog food, he couldn't wait to eat and leaves nothing in the bowl."
584,"We've been going crazy trying to figure out what our dog is allergic to. Vet said allergy testing isn't 100% accurate, so recommended going grain free. Did that-dog still was scratching and losing hair. Food with potatoes seemed like it made it even worse. Saw this at a grocery store and decided to try"
